Cognateset_ID,SourceCognateset_ID,Comment,Source_languoid,Source_form,Parallel_loan_event
1264,,Borrowed into Latin from Ancient Greek as a terminus technicus; acquired specialised meaning 'leg' only later in Romance.,Greek: Ancient,καμπή / kampḗ,false
3340,,,Iranic,*gavāzan-,false
7281,5055,,Old French,dous,false
6501,,Borrowed into Latin from Ancient Greek as a terminus technicus; acquired specialised meaning 'leg' only later in Romance.,Greek: Ancient,καμπή / kampḗ,false
984,864,"Some uncertainty exists whether the Breton verb was borrowed directly from Old French conter, or a denominal formation within Breton based on a loanword from Old French conte (Deshayes 2003:413)",Old French,conte / conter,false
6528,,,Arabic,سكر / sukkar,false
7988,4015,,French,poitrine,false
9385,,,Persian (Tajik),,false
8825,2456,,Iranic,,false
8188,,,Arabic (via Persian),,false
3228,,,,,false
9403,6360,"probably from Tajik son ""thigh""",,,false
9155,,,Arabic,,false
514,6556,,Balkan Romance,*padūlem,false
6226,,,Turkish,orman,true
8654,,,Arabic,,true
4806,,It is hard to determine precisely how and when the root arose in Ukrainian (it can be an old Common Slavic loanword but it also could pass to Ukrainian through Church Slavonic etc.).,Latin,pāgānus,false
9157,,,Arabic,,false
6600,,,Sanskrit,,false
7778,,,Sanskrit,pudgala-,false
5050,,,Germanic,*staka-,false
9407,2026,,West Iranic,,false
8655,,,Arabic,,true
8656,,,Arabic,,true
9284,,,Gaulish,*gobbos,false
4185,,Loan status uncertain.,?Middle Low German,,false
9409,,,,,false
2033,,Most probably the source was a folk form wonitować. The Polish source form is itself a loan from Latin. Polish wymiotować can not be the source of the Belarusian lexeme from phonetic reasons (it can be supposed that the Polish wymiotować is a folk etymology).,Polish,won/mitować,false
1313,,,,campus,false
5612,8246,"Either a direct borrowing from Old French lac, or a semantic borrowing from Old French lac, reinterpreting inherited material (cf. OE lacu 'small stream of running water' < Proto-Germanic *lak-, cf. OED, EWAhd)",Old French,,false
639,,Georgian კერვა ḳerva 'to sew',Caucasian,,false
5719,292,,Middle Low German,kort,false
756,,"Probable loanword from Dravidian, cf. Burrow & Emeneau 1984:139 for parallels.",?Dravidian,,false
911,,,Gaulish,bocca,false
3296,,,Germanic,*kuninga-,false
9414,,,Turkic,,false
5625,2318,,Low German,kerl,false
9305,1305,,Low German,borke,false
6101,,e.g. Urartian ṣârə 'orchard'; Hurrian sarme 'wood'.,Hurro-Urartian,,false
1886,,,Old Belarusian,blagij,false
1269,465,,Germanic,*kratten,true
6026,869,,Old French,poldre,false
3338,,,Syriac,"Syriac ḥəšīḇ, “considered, calculated”",false
9171,,,Arabic,,false
6527,,,Germanic,,false
1396,,,Old Low Franconian,*wenkjan,false
5505,21,"Relatively late loanword from Lat (acc.sg.) canem or, rather, from its Balkan continuations, reflected in the lack of rhotacism in Tosk.",,canem,false
5183,,,Polish (<German),budynek (<būding),false
7017,,‘quarrel; fight’  T. 2922,,kalaha-,false
362,,"Borrowed < Lat capessere ~ capissere (inf.) 'to seize, snatch at', or < Rom. *capsare based on Lat capere 'to take'.",Latin,capessere ~ capissere,false
9177,,lit. meaning 'hiding',Arabic,غایب,true
5590,238,,Low German,swâr,false
6569,,,Slavic,,false
1311,,Loans from Middle Low German in turn from Medieval Latin spesa from Latin expensa (pecunia),Middle Low German,spīsen,false
9049,2268,,Wakhi,,false
9554,6452,,English,cry,false
399,,"Uncertain ""Balkan language""/wanderwort",Uncertain,,false
9187,,,,,false
5474,2211,,Low German,Borst,false
7755,,,Turkish<Persian,χob<hūb,false
6498,,,Greek: Ancient,κίρκος / kírkos,false
9053,1186,,Wakhi,,false
9190,,,Arabic,,false
3063,,,Greek: Ancient,γῦρος / gũros,false
5471,11,,Indic,,false
9054,28,,Iranic,,false
4994,,,Old Czech,válčit,false
6247,,"A verbal derivative from Greek γούλα 'throat, neck', a loanword from Latin gula 'throat, gullet'",Latin,gula,false
3923,,Cf. Malayalam muṭṭa.,Dravidian,,false
9308,6332,,Central Iranic (aka. NW Iranic),*zari-gauna-,false
9350,,,Persian (Tajik),čang,false
9416,,,Central Iranic (aka. NW Iranic),sēnag,true
9417,7735,,New Persian,gel,false
9351,,,,,false
9418,,,Brahui ?,puṭ,false
8831,4150,,Dardic,,false
408,,,Turkish,yeşil,false
805,,,Arabic,لَعْل,true
9205,,,Arabic,,false
9352,,,Turkic,,false
8832,,,Early New Persian,,false
9421,,,Arabic,جدید,false
7754,,,Turkish,yemiş,false
5309,182,,Old French,escorce,false
5656,93,,,,false
9221,,,Persian < Arabic,,false
1259,,,Greek: Ancient,κόλαφος / kólaphos,false
9365,,,Persian,kāvīdan,false
5724,2424,,Old Norse,skinn,false
2599,,Perhaps specifically from Oscan?,Sabellic,,false
6490,,,Pashto,,false
915,,,Etruscan,φersu,false
7993,,,French,poussin,false
5868,,,Italian,largo,false
7977,,,French,foie,false
2372,,Skt. loka- 'world' > 'people',Sanskrit,loka-,true
7982,,,Turkish,sarı,false
8344,,"'dirty, filthy'",Italian,lordo,false
7438,,,Sanskrit,varṣāḥ,false
347,,,Germanic,*bosk,false
1608,,,,,false
8345,,'count',Italian,contare,false
4323,,,Middle Low German,,false
5665,1042,"Borrowed from Old French boute < bot 'blow, ' (1160), bouter 'to collide, to clash, to push' (1190).",Old French,boute,false
7813,53,,Old Indic,šrâyaḥ,true
6422,6452,,English,cry,false
5763,322,,Low German,denken,true
8430,905,'id.',Calabrian,ficatu,false
8059,,,,,false
8371,,'to breath',Calabrian,χatari,false
6065,,,Latin,gula,false
6511,1313,,Modern Standard German,,false
5353,,,Italian,stomaco,false
7769,,,Turkish,meyve,false
5663,1399,,Old French,pousser,false
9232,2393,,Indic,,false
6231,,,Slavic,log(ŭ),false
8053,6595,,Italian,destra,false
5636,,,Italian,gola,false
7979,,,English,sharp,false
5848,2190,"In Pashto, the loan event must have taken place after inherited short *a was reduced and inherited OIr. *d > l.",Persian,بد bad,true
8449,171,,Pashto,,false
8157,,,Arabic,,true
7958,,,French,,false
7960,,,English,,false
5346,,noun 'cleanliness',Middle/Modern Greek,πάστρα,false
4,,from Arabic,Persian,خراب,true
8004,260,,Dutch,,false
1984,,,Arabic,نفس / nafs,true
6744,,‘copper vessel’; Turner 3157,Old Indic,kiṭṭâla-,true
9562,,,,,false
973,,variant of coffre (1175) from Vulgar Latin *cophinum of Greek origin,Old French,*coffe,false
6502,,,Occitan (Gascon),barrique,true
7400,,,Greek?,στομάχι,false
7847,5285,,German,wamp,false
8457,1980,presumed Iranic loan,Iranic,,false
4967,,,Old French,brume,false
9164,1993,,Persian,parvāz kardan,true
8356,,'fly',Italian,volare,false
7241,,,English,fly,false
9278,,,Persian,bāl,false
1394,,,Germanic,*brod-,false
2277,,,Turkic,"tuman, duman",true
6710,,,Greek: Ancient,βορέας / boréas,false
5570,42,,Greek: Ancient,ὀμίχλη / omíchlē,false
9576,,Cf. Macedonian магла 'fog',South Slavic,,false
6233,,,Turkish,pus,false
6334,,,Germanic,,false
7733,,,Arabic (dial.),,false
8169,,,Turkish,,false
7927,3135,,Middle Indic,bána-,true
9626,,,Latin,nūbilus,false
8691,,,Arabic,,false
8495,,,Italian (dialectal),(*)gelicidium,false
2073,,Generally considered from an Celtic borrowing in Latin (cf. Welsh peth).,Celtic,,false
