ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Gloss,phon_form,Phonemic,Phonemic_Segments,native_script,url
249-165-1,,249,165,puxlώj,puxlώj,p u x l ɤ̟ j,Adjective.,,,,,puˈxlɤ̟j,puˈxlɯj,p u x l ɯ j,,
249-166-1,,249,166,plávatɪ,plávatɪ,p l ɑ̈ v ɑ̈ t ɘ̟,,,,,,ˈplɑ̈(v/β)ɑ̈tɘ̟,ˈplavatɪ,p l a v a t ɪ,,
249-167-1,,249,167,xv′ïst,xv′ïst,x βʲ i̞ s t,,,,,,xβʲi̞st,xvi̞st,x v i̞ s t,,
249-221-1,,249,221,u̯z′átɪ,u̯z′átɪ,w z ɑ̈ t ɘ̟,,,,,,ˈwzɑ̈tɘ̟,ˈvzatɪ,v z a t ɪ,,
249-171-1,,249,171,tọwstώj,tọwstώj,t o w s t ɤ̟ j,,,,,,towsˈtɤ̟j,tovsˈtɯj,t o v s t ɯ j,,
249-171-2,,249,171,ɣrúbωj,ɣrúbωj,ɣ r u b ɤ̟ j,,,,,,ˈɣrubɤ̟j,ˈɣrubɯj,ɣ r u b ɯ j,,
249-209-1,,249,209,steɣnó,steɣnó,s t ɛ ɣ n ŭ ɔ,,,,,,st(ɛ/ɜ)ˈɣnŭɔ,steˈɣno,s t e ɣ n o,,
249-173-1,,249,173,mώslɪtɪ,mώslɪtɪ,m ɯ s l ɪ t ɘ̟,,,,,,ˈmɯslɪtɘ̟,ˈmɯslɪtɪ,m ɯ s l ɪ t ɪ,,
249-173-2,,249,173,dum′atɪ,dum′atɪ,d u m ɑ̈ t ɘ̟,,,,,,duˈmɑ̈tɘ̟,duˈmatɪ,d u m a t ɪ,,
249-176-1,,249,176,trɪ,trɪ,t r ɘ̟,,,,,,trɘ̟,trɪ,t r ɪ,,
249-177-1,,249,177,veréčɪ,veréčɪ,v ɛ r ɛ ʈʂ ɪ,The lexemes 'metátɪ' and 'kώdatɪ' are imperfectives.,,,,,vɛˈr(ɛ/ɜ)tʂɪ,veˈretʂɪ,v e r e ʈʂ ɪ,,
249-178-1,,249,178,v′jazátɪ,v′jazátɪ,βʲ j ɑ̈ z ɑ̈ t ɘ̟,,,,,,βʲjɑ̈ˈzɑ̈tɘ̟,vjaˈzatɪ,v j a z a t ɪ,,
249-179-1,,249,179,jazώk,jazώk,j ɑ̈ z ɯ k,,,,,,jɑ̈ˈzɯk,jaˈzɯk,j a z ɯ k,,
249-181-1,,249,181,dérevo,dérevo,d ɛ r ɛ v ɔ,,,,,,ˈd(ɛ/ɜ)r(ɛ/ɜ)vɔ,ˈderevo,d e r e v o,,
249-183-1,,249,183,dva,dva,d v ɑ̈,,,,,,d(v/β)ɑ̈,dva,d v a,,
249-184-1,,249,184,bl′uvátɪ,bl′uvátɪ,b lʲ u v ɑ̈ t ɘ̟,,,,,,b(lʲ/ʎ)uˈ(v/β)ɑ̈tɘ̟,blʲuˈvatɪ,b lʲ u v a t ɪ,,
249-187-1,,249,187,mώtɪ,mώtɪ,m ɯ t ɘ̟,,,,,,ˈmɯtɘ̟,ˈmɯtɪ,m ɯ t ɪ,,
249-188-1,,249,188,vodá,vodá,v ɔ d ɑ̈,,,,,,(v/β)ɔˈdɑ̈,voˈda,v o d a,,
249-190-1,,249,190,mókrωj,mókrωj,m ŭ ɔ k r ɤ̟ j,,,,,,ˈmŭɔkrɤ̟j,ˈmokrɯj,m o k r ɯ j,,
249-194-1,,249,194,bílωj,bílωj,b i l ɤ̟ j,,,,,,bilɤ̟j,ˈbilɯj,b i l ɯ j,,
249-196-1,,249,196,šɪrókωj,šɪrókωj,ʂ ɪ r ŭ ɔ k ɤ̟ j,,,,,,ʂɪˈrŭɔkɤ̟j,ʂɪˈrokɯj,ʂ ɪ r o k ɯ j,,
249-198-1,,249,198,v′iter,v′iter,βʲ i t ɛ ɾ,,,,,,ˈβʲitɛɾ,vʲiter,vʲ i t e r,,
249-199-1,,249,199,krωló,krωló,k r ɯ l ŭ ɔ,,,,,,krɯˈlŭɔ,krɯˈlɔ,k r ɯ l ɔ,,
249-202-1,,249,202,žoná,žoná,ʐ ɔ n ɑ̈,An alternative derivative is 'žḯŋka'.,,,,,ʐɔˈnɑ̈,ʐoˈna,ʐ o n a,,
249-204-1,,249,204,červák,červák,ʈʂ ɛ ɾ v ɑ̈ k,The lexeme 'ɣlɪstá' means 'earthworm'.,,,,,tʂɛɾˈ(v/β)ɑ̈k,tʂerˈvak,ʈʂ e r v a k,,
249-206-1,,249,206,ɣ′ïd,ɣ′ïd,ɣʲ i̞ d̥,,,,,,ɣʲi̞d̥,ɣʲi̞d,ɣʲ i̞ d,,
249-206-2,,249,206,r′ïk,r′ïk,rʲ i̞ k,,,,,,rʲi̞k,rʲi̞k,rʲ i̞ k,,
249-207-1,,249,207,žọ́wtωj,žọ́wtωj,ʐ o w t ɤ̟ j,,,,,,ˈʐowtɤ̟j,ˈʐovtɯj,ʐ o v t ɯ j,,
249-212-1,,249,212,u̯čóra,u̯čóra,w ʈʂ ŭ ɔ r ɑ̈,The lexeme 'snóčɪ' means 'yestarday in the evening'.,,,,,ˈwtʂŭɔrɑ̈,ˈvtʂora,v ʈʂ o r a,,
65-87-1,,65,87,daṇahisa,daṇahisa,,,,,,,,,,දණහිස,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=කෙළිල්ල
65-102-1,,65,102,san̆da / han̆da,san̆da / han̆da,,,,,,,,,,සඳ / හඳ,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=සඳ
65-49-1,,65,49,niya potta,niya potta,,,,,,,,,,නිය පොත්ත,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=නිය
65-217-1,,65,217,pæṇirasa æti,pæṇirasa æti,,,,,,,,,,පැණිරස ඇති,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=පැණිරස
65-210-1,,65,210,nābhiya / buriya,nābhiya / buriya,,,,,,,,,,නාභිය / බුරිය,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=නාභිය
65-209-1,,65,209,kalava(ya),kalava(ya),,,,,,,,,,කලව(ය),http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=කලවය
254-208-1,,254,208,mràv′a,mràv′a,m ɾ ɑ̈ vʲ ɐ,,,,,,ˈmɾɑ̈vʲɐ,ˈmravja,m r a v j a,,
254-4-1,,254,4,pèp′ḁł,pèp′ḁł,p e̞ pʲ ɐ lˠ,,,,,,ˈpe̞pʲɐɫ,ˈpepæl,p e p æ l,,
254-6-1,,254,6,gr̥̀əp,gr̥̀əp,ɡ ɾ ə̆ p,,,,,,ɡɾə̆p,ɡrb,ɡ r b,,
254-7-1,,254,7,b′èt,b′èt,bʲ e̞ t,,,,,,bʲe̞t,bet,b e t,,
254-8-1,,254,8,kòra,kòra,k o̞ ɾ ɐ,,,,,,ˈko̞ɾɐ,ˈkora,k o r a,,
254-10-1,,254,10,kur′èm,kur′èm,k u ɾ e̞ m,,,,,,kuˈɾe̞m,kuˈrem,k u r e m,,
254-11-1,,254,11,gul′ä̀m,gul′ä̀m,ɡ u lʲ æ m,,,,,,ɡuˈlʲæm,ɡuˈlæm,ɡ u l æ m,,
254-12-1,,254,12,pìl′ḁ,pìl′ḁ,pʲ i lʲ ɐ,The meaning is 'bird' and 'chick'.,,,,,ˈpʲilʲɐ,ˈpilæ,p i l æ,,
254-13-1,,254,13,xrъ̀ckam,xrъ̀ckam,x ɾ ə ts k ɐ m,An alternative variant: 'xàrkam'.,,,,,ˈxɾətskɐm,ˈxrətskam,x r ə ts k a m,,
254-215-1,,254,215,gurčìf,gurčìf,ɡ u ɾ tʃ i f,,,,,,ɡuɾˈtʃif,ɡurˈtʃiv,ɡ u r tʃ i v,,
254-14-1,,254,14,čèrna,čèrna,tʃ e̞ ɾ n ɐ,,,,,,tʃe̞ɾnɐ,ˈtʃerna,tʃ e r n a,,
254-15-1,,254,15,kər̥̀əf,kər̥̀əf,k ə̆ ɾ ə̆ f,,,,,,kə̆ɾə̆f,krv,k r v,,
254-17-1,,254,17,kòkał,kòkał,k o̞ k ɐ lˠ,,,,,,ˈko̞kɐɫ,ˈkokal,k o k a l,,
254-19-1,,254,19,dъ̀xam,dъ̀xam,d ə x ɐ m,,,,,,ˈdəxɐm,ˈdəxam,d ə x a m,,
254-20-1,,254,20,gurì,gurì,ɡ u ɾʲ i,,,,,,ɡuˈɾʲi,ɡuˈri,ɡ u r i,,
254-220-1,,254,220,kàram,kàram,k ɑ̈ ɾ ɐ m,The lexeme 'nòsʹḁ' is used only for clothing.,,,,,ˈkɑ̈ɾɐm,ˈkaram,k a r a m,,
254-18-1,,254,18,grъ̀ndi,grъ̀ndi,ɡ ɾ ə n dʲ i,,,,,,ˈɡɾəndʲi,ˈɡrəndi,ɡ r ə n d i,,
254-22-1,,254,22,òblak,òblak,o̞ b l ɐ k,,,,,,ˈo̞blɐk,ˈoblak,o b l a k,,
254-23-1,,254,23,xlàdna,xlàdna,x l ɑ̈ d n ɐ,The lexeme 'studʹèn' means 'very cold' and has rather negative connotations.,,,,,ˈxlɑ̈dnɐ,ˈxladna,x l a d n a,,
254-24-1,,254,24,dòjda,dòjda,d o̞ j d ɐ,,,,,,ˈdo̞jdɐ,ˈdojda,d o j d a,,
254-25-1,,254,25,brujìm,brujìm,b ɾ u j i m,,,,,,bɾuˈjim,broˈjim,b r o j i m,,
254-223-1,,254,223,plàčam,plàčam,p l ɑ̈ tʃ ɐ m,,,,,,ˈplɑ̈tʃɐm,ˈplatʃam,p l a tʃ a m,,
254-27-1,,254,27,d′èn′,d′èn′,dʲ e̞ nʲ,,,,,,dʲe̞nʲ,denj,d e n j,,
254-28-1,,254,28,umìram,umìram,u mʲ i ɾ ɐ m,,,,,,uˈmʲiɾɐm,uˈmiram,u m i r a m,,
254-29-1,,254,29,kupàjam,kupàjam,k u p ɑ̈ j ɐ m,,,,,,kuˈpɑ̈jɐm,kuˈpajam,k u p a j a m,,
254-30-1,,254,30,skъ̀rnaf,skъ̀rnaf,s k ə ɾ n ɐ f,"The lexeme 'birbàt' is more like 'dirty, sloppy, unkempt'.",,,,,ˈskəɾnɐf,ˈskərnav,s k ə r n a v,,
254-224-1,,254,224,pràv′a(m),pràv′a(m),p ɾ ɑ̈ vʲ ɐ m,The lexeme 'stòrʹam' is a perfective.,,,,,ˈpɾɑ̈vʲɐ(m),ˈpravja(m),p r a v j a m,,
254-31-1,,254,31,kùčḁ,kùčḁ,k u tʃ ɐ,,,,,,ˈkutʃɐ,ˈkutʃæ,k u tʃ æ,,
254-32-1,,254,32,pìjam,pìjam,pʲ i j ɐ m,,,,,,ˈpʲijɐm,ˈpijam,p i j a m,,
254-33-1,,254,33,sùx,sùx,s u x,,,,,,sux,sux,s u x,,
254-35-1,,254,35,pràšam,pràšam,p ɾ ɑ̈ ʃ ɐ m,Verb.,,,,stir up dust,ˈpɾɑ̈ʃɐm,ˈpraʃam,p r a ʃ a m,,
254-36-1,,254,36,ùxu,ùxu,u x u,,,,,,ˈuxu,ˈuxo,u x o,,
254-37-1,,254,37,z′èmja,z′èmja,zʲ e̞ mʲ j ɐ,,,,,,ˈzʲe̞mʲjɐ,ˈzemja,z e m j a,,
254-38-1,,254,38,jàm,jàm,j ɑ̈ m,,,,,,jɑ̈m,jam,j a m,,
254-39-1,,254,39,icè,icè,i ts e̞,,,,,,iˈtse̞,iˈtse,i ts e,,
254-40-1,,254,40,òku,òku,o̞ k u,,,,,,ˈo̞ku,ˈoko,o k o,,
254-41-1,,254,41,pànam,pànam,p ɑ̈ n ɐ m,,,,,,ˈpɑ̈nɐm,ˈpanam,p a n a m,,
254-42-1,,254,42,dalèku,dalèku,d ɐ lʲ e̞ k u,,,,,,dɐˈlʲe̞ku,daˈleko,d a l e k o,,
254-45-1,,254,45,să plàšam,să plàšam,s ɐ + p l ɑ̈ ʃ ɐ m,There are also light verb constructions with 'stràx' 'fear' attested.,,,,,sɐ ˈplɑ̈ʃɐm,sə ˈplaʃam,s ə + p l a ʃ a m,,
254-46-1,,254,46,p′èru,p′èru,pʲ e̞ ɾ u,,,,,,ˈpʲe̞ɾu,ˈpero,p e r o,,
254-48-1,,254,48,să bòr′am,să bòr′am,s ɐ + b o̞ ɾʲ ɐ m,,,,,,sɐ ˈbo̞ɾʲɐm,sə ˈborjam,s ə + b o r j a m,,
254-50-1,,254,50,vògni,vògni,v o̞ ɡ nʲ i,,,,,,ˈvo̞ɡnʲi,ˈvoɡni,v o ɡ n i,,
254-51-1,,254,51,rìba,rìba,ɾʲ i b ɐ,,,,,,ˈɾʲibɐ,ˈriba,r i b a,,
254-52-1,,254,52,p′èt′,p′èt′,pʲ e̞ tʲ,,,,,,pʲe̞tʲ,petj,p e t j,,
254-55-1,,254,55,kìtka,kìtka,kʲ i t k ɐ,,,,,,ˈkʲitkɐ,ˈkitka,k i t k a,,
254-211-1,,254,211,mùxa,mùxa,m u x ɐ,,,,,,ˈmuxɐ,ˈmuxa,m u x a,,
254-56-1,,254,56,l′àta,l′àta,l j ɑ̈ t ɐ,,,,,,ˈljɑ̈tɐ,ˈljata,l j a t a,,
254-57-1,,254,57,mъ̀ŋgla,mъ̀ŋgla,m ə ŋ ɡ l ɐ,,,,,,ˈməŋɡlɐ,ˈmənɡla,m ə n ɡ l a,,
254-58-1,,254,58,nòga,nòga,n o̞ ɡ ɐ,,,,,,ˈno̞ɡɐ,ˈnoɡa,n o ɡ a,,
254-59-1,,254,59,čètir,čètir,tʃ e̞ tʲ i ɾ,,,,,,ˈtʃe̞tʲiɾ,ˈtʃetir,tʃ e t i r,,
254-60-1,,254,60,mr̥̀znam,mr̥̀znam,m ɾ̩ z n ɐ m,,,,,,ˈmɾ̩znɐm,ˈmrznam,m r z n a m,,
254-61-1,,254,61,imìš,imìš,i mʲ i ʃ,,,,,,iˈmʲiʃ,iˈmiʃ,i m i ʃ,,
254-62-1,,254,62,pъ̀lin,pъ̀lin,p ə lʲ i n,,,,,,ˈpəlʲin,ˈpəlin,p ə l i n,,
254-63-1,,254,63,dàvam,dàvam,d ɑ̈ v ɐ m,,,,,,ˈdɑ̈vɐm,ˈdavam,d a v a m,,
254-218-1,,254,218,xòd′ḁ,xòd′ḁ,x o̞ dʲ ɐ,,,,,,ˈxo̞dʲɐ,ˈxodæ,x o d æ,,
254-218-2,,254,218,ìdam,ìdam,i d ɐ m,,,,,,ˈidɐm,ˈidam,i d a m,,
254-64-1,,254,64,"xùbaf, xùvaf, ùbaf","xùbaf, xùvaf, ùbaf",x u b ɐ f,"The meanings are 'good', 'beautiful'. The root 'dobr-' occurs in the dialect only in petrified phrases, many of which are obsolete or hardly known.",,,,,"ˈ(x)ubɐf, xuvɐf","ˈ(x)ubav, xuvav",x u b a v,,
254-65-1,,254,65,tr′ä̀va,tr′ä̀va,t ɾʲ æ v ɐ,,,,,,ˈtɾʲævɐ,ˈtræva,t r æ v a,,
254-66-1,,254,66,zil′èn,zil′èn,zʲ i lʲ e̞ n,,,,,,zʲiˈlʲe̞n,zeˈlen,z e l e n,,
254-225-1,,254,225,smèl′a,smèl′a,s mʲ e̞ lʲ ɐ,Perfective with a prefix 's-'.,,,,,ˈsmʲe̞lʲɐ,smelja,s m e l j a,,
254-68-1,,254,68,kòsminta,kòsminta,k o̞ s mʲ i n t ɐ,,,,,,ˈko̞smʲintɐ,ˈkosmenta,k o s m e n t a,,
254-69-1,,254,69,rъ̀ŋka,rъ̀ŋka,ɾ ə ŋ k ɐ,,,,,,ˈɾəŋkɐ,ˈrənka,r ə n k a,,
254-216-1,,254,216,jàk,jàk,j ɑ̈ k,,,,,,jɑ̈k,jak,j a k,,
254-71-1,,254,71,glàva,glàva,ɡ l ɑ̈ v ɐ,,,,,,ˈɡlɑ̈vɐ,ˈɡlava,ɡ l a v a,,
254-72-1,,254,72,čùm,čùm,tʃ u m,,,,,,tʃum,tʃum,tʃ u m,,
254-73-1,,254,73,strъ̀ci,strъ̀ci,s t ɾ ə tsʲ i,,,,,,ˈstɾətsʲi,ˈstrətse,s t r ə ts e,,
254-74-1,,254,74,tănǯì,tănǯì,t ə n dʒ i,,,,,,ˈtəndʒi,ˈtəndʒi,t ə n dʒ i,,
254-222-1,,254,222,skrìvam,skrìvam,s k ɾʲ i v ɐ m,,,,,,ˈskɾʲivɐm,ˈskrivam,s k r i v a m,,
254-76-1,,254,76,udrìvam,udrìvam,u d ɾʲ i v ɐ m,,,,,,uˈdɾʲivɐm,uˈdrivam,u d r i v a m,,
254-78-1,,254,78,ròk,ròk,ɾ o̞ k,,,,,,ɾo̞k,roɡ,r o ɡ,,
254-186-1,,254,186,să stupl′ova,să stupl′ova,s ɐ + s t u p lʲ o̞ v ɐ,Verb.,,,,get warm,sɐ stuˈplʲo̞vɐ,sə stoˈpljova,s ə + s t o p l j o v a,,
254-214-1,,254,214,kъ̀šta,kъ̀šta,k ə ʃ t ɐ,,,,,,ˈkəʃtɐ,ˈkəʃta,k ə ʃ t a,,
254-80-1,,254,80,lòf,lòf,l o̞ f,Substantive.,,,,hunting,lo̞f,lov,l o v,,
254-83-1,,254,83,l′èt,l′èt,lʲ e̞ t,,,,,,lʲe̞t,led,l e d,,
254-86-1,,254,86,kòl′am,kòl′am,k o̞ lʲ ɐ m,,,,,,ˈko̞lʲɐm,ˈkoljam,k o l j a m,,
254-87-1,,254,87,kul′ànu,kul′ànu,k u lʲ ɑ̈ n u,,,,,,kuˈlʲɑ̈nu,kuˈljano,k u l j a n o,,
254-88-1,,254,88,znàm,znàm,z n ɑ̈ m,,,,,,znɑ̈m,znam,z n a m,,
254-89-1,,254,89,g′òl,g′òl,ɡʲ o̞ l,,,,,,ɡʲo̞l,ɡjol,ɡ j o l,,
254-90-1,,254,90,să sm′àjam,să sm′àjam,s ɐ + s mʲ ɑ̈ j ɐ m,,,,,,sɐ ˈsmʲɑ̈jɐm,sə ˈsmjajam,s ə + s m j a j a m,,
254-91-1,,254,91,lìstu,lìstu,lʲ i s t u,,,,,,ˈlʲistu,ˈlisto,l i s t o,,
254-92-1,,254,92,l′àva,l′àva,lʲ ɑ̈ v ɐ,,,,,,ˈlʲɑ̈vɐ,ˈljava,l j a v a,,
254-93-1,,254,93,nòga,nòga,n o̞ ɡ ɐ,,,,,,ˈno̞ɡɐ,ˈnoɡa,n o ɡ a,,
254-95-1,,254,95,živòvam,živòvam,ʒ i v o̞ v ɐ m,,,,,,ʒiˈvo̞vɐm,ʒiˈvovam,ʒ i v o v a m,,
254-97-1,,254,97,dlъ̀nuk,dlъ̀nuk,d l ə n u k,,,,,,ˈdlənuk,ˈdlənuɡ,d l ə n u ɡ,,
254-98-1,,254,98,vъ̀ška,vъ̀ška,v ə ʃ k ɐ,,,,,,ˈvəʃkɐ,ˈvəʃka,v ə ʃ k a,,
254-99-1,,254,99,mъ̀nč,mъ̀nč,m ə n tʃ,,,,,,məntʃ,məndʒ,m ə n dʒ,,
254-101-1,,254,101,m′ä̀su,m′ä̀su,mʲ æ s u,,,,,,ˈmʲæsu,ˈmæso,m æ s o,,
254-102-1,,254,102,misinčìna,misinčìna,mʲ i sʲ i n tʃ i n ɐ,,,,,,mʲisʲinˈtʃinɐ,misinˈtʃina,m i s i n tʃ i n a,,
254-105-1,,254,105,ùsta,ùsta,u s t ɐ,,,,,,ˈustɐ,ˈusta,u s t a,,
254-49-1,,254,49,nòft′,nòft′,n o̞ f tʲ,,,,,,no̞ftʲ,noftj,n o f t j,,
254-106-1,,254,106,ìm′ḁ,ìm′ḁ,i mʲ ɐ,,,,,,ˈimʲɐ,ˈimæ,i m æ,,
254-210-1,,254,210,pùmp,pùmp,p u m p,,,,,,pump,pump,p u m p,,
254-108-1,,254,108,blìz′ḁ,blìz′ḁ,b lʲ i zʲ ɐ,,,,,,ˈblʲizʲɐ,ˈblizæ,b l i z æ,,
254-109-1,,254,109,šìja,šìja,ʃ i j ɐ,,,,,,ˈʃijɐ,ˈsija,s i j a,,
254-110-1,,254,110,nòf,nòf,n o̞ f,,,,,,no̞f,nov,n o v,,
254-111-1,,254,111,v′èčer,v′èčer,vʲ e̞ tʃ e̞ ɾ,"Etymologically 'evening'. The Swadesh term for 'night' without doubt, attested in many contexts and phrases. The original word for 'night', 'nòš', is attested only in one petrified phrase ('whole night'). Its derivative 'nuštòvam' means 'watch, wake' nuštòvam.",,,,,ˈvʲe̞tʃe̞ɾ,ˈvetʃer,v e tʃ e r,,
254-112-1,,254,112,nòs,nòs,n o̞ s,,,,,,no̞s,nos,n o s,,
254-114-1,,254,114,stàr,stàr,s t ɑ̈ ɾ,,,,,,stɑ̈ɾ,star,s t a r,,
254-115-1,,254,115,idìn,idìn,i dʲ i n,,,,,,iˈdʲin,iˈdin,i d i n,,
254-118-1,,254,118,ìgrajam,ìgrajam,i ɡ ɾ ɐ j ɐ m,,,,,,ˈiɡɾɐjɐm,ˈiɡrajam,i ɡ r a j a m,,
254-119-1,,254,119,ǯàskam,ǯàskam,dʒ a s k ɐ m,,,,,,ˈdʒaskɐm,ˈdʒaskam,dʒ a s k a m,,
254-120-1,,254,120,tъ̀knuvam,tъ̀knuvam,t ə k n u v ɐ m,An alternative derivative is 'tъ̀kam'.,,,,,ˈtəknuvɐm,ˈtəknuvam,t ə k n u v a m,,
254-121-1,,254,121,dъ̀š,dъ̀š,d ə ʃ,,,,,,dəʃ,dəʒd,d ə ʒ d,,
254-122-1,,254,122,čḁrvèn,čḁrvèn,tʃ ɐ ɾ vʲ e̞ n,,,,,,tʃɐɾˈvʲe̞n,tʃærˈven,tʃ æ r v e n,,
254-124-1,,254,124,pràf,pràf,p ɾ ɑ̈ f,,,,,,pɾɑ̈f,prav,p r a v,,
254-125-1,,254,125,r′ä̀ka,r′ä̀ka,ɾʲ æ k ɐ,,,,,,ˈɾʲækɐ,ˈræka,r æ k a,,
254-127-1,,254,127,kòrin′,kòrin′,k o̞ ɾʲ i nʲ,,,,,,ˈko̞ɾʲinʲ,ˈkorinj,k o r i n j,,
254-219-1,,254,219,tračìm,tračìm,t ɾ ɑ̈ tʃ i m,The lexemes 'čičè' and 'tičè' seem to refer to the water only.,,,,,ˈtɾɑ̈tʃim,ˈtratʃim,t r a tʃ i m,,
254-132-1,,254,132,sòl′,sòl′,s o̞ lʲ,,,,,,so̞lʲ,solj,s o l j,,
254-133-1,,254,133,p′àsuk,p′àsuk,pʲ ɑ̈ s u k,,,,,,ˈpʲɑ̈suk,ˈpjasok,p j a s o k,,
254-134-1,,254,134,kàža(m),kàža(m),k ɑ̈ ʒ ɐ m,,,,,,ˈkɑ̈ʒɐ(m),ˈkaʒa(m),k a ʒ a m,,
254-134-2,,254,134,r′èka,r′èka,ɾʲ e̞ k ɐ,,,,,,ˈɾʲe̞kɐ,ˈreka,r e k a,,
254-136-1,,254,136,mòri,mòri,m o̞ ɾʲ i,,,,,,ˈmo̞ɾʲi,ˈmore,m o r e,,
254-137-1,,254,137,vìždam,vìždam,vʲ i ʒ d ɐ m,,,,,,ˈvʲiʒdɐm,ˈviʒdam,v i ʒ d a m,,
254-138-1,,254,138,s′ä̀m′ḁ,s′ä̀m′ḁ,sʲ æ mʲ ɐ,,,,,,ˈsʲæmʲɐ,ˈsæmæ,s æ m æ,,
254-139-1,,254,139,šìja,šìja,ʃ i j ɐ,,,,,,ˈʃijɐ,ˈʃija,ʃ i j a,,
254-213-1,,254,213,s′ä̀ŋka,s′ä̀ŋka,sʲ æ ŋ k ɐ,,,,,,ˈsʲæŋkɐ,ˈsænka,s æ n k a,,
254-140-1,,254,140,òstra,òstra,o̞ s t ɾ ɐ,,,,,,ˈo̞stɾɐ,ˈostra,o s t r a,,
254-141-1,,254,141,kùndur,kùndur,k u n d u ɾ,Loan from Greek 'κούντουρος'.,,,,,ˈkunduɾ,ˈkundur,k u n d u r,,
254-142-1,,254,142,p′ä̀jat,p′ä̀jat,pʲ æ j ɐ t,3rd person plural.,,,,,ˈpʲæjɐt,ˈpæjat,p æ j a t,,
254-143-1,,254,143,s′ḁdìm,s′ḁdìm,sʲ ɐ dʲ i m,,,,,,sʲɐˈdʲim,sæˈdim,s æ d i m,,
254-144-1,,254,144,kòža,kòža,k o̞ ʒ ɐ,,,,,,ˈko̞ʒɐ,ˈkoʒa,k o ʒ a,,
254-145-1,,254,145,nibè,nibè,nʲ i bʲ e̞,,,,,,nʲiˈbʲe̞,niˈbe,n i b e,,
254-146-1,,254,146,spàm,spàm,s p ɑ̈ m,,,,,,spɑ̈m,spam,s p a m,,
254-147-1,,254,147,"màlka, màluk","màlka, màluk",m ɑ̈ l k ɐ,,,,,,"ˈmɑ̈lkɐ, ˈmɑ̈luk","ˈmalka, ˈmaluk",m a l k a,,
254-149-1,,254,149,kàt,kàt,k ɑ̈ t,,,,,,kɑ̈t,kad,k a d,,
254-151-1,,254,151,smòk,smòk,s m o̞ k,The lexeme 'zmìja' has a meaning '(any) venomous snake'.,,,,,smo̞k,smok,s m o k,,
254-152-1,,254,152,sn′ä̀k,sn′ä̀k,s nʲ æ k,,,,,,snʲæk,snæɡ,s n æ ɡ,,
254-159-1,,254,159,zv′ä̀zda,zv′ä̀zda,z vʲ æ z d ɐ,,,,,,ˈzvʲæzdɐ,ˈzvæzda,z v æ z d a,,
254-160-1,,254,160,čumàk,čumàk,tʃ u m a k,"There are some synonyms: 'čivìja, čuwìja', 'drъ̀ŋk', 'prъ̀nčka'. 'čivìja, čuwìja', 'drъ̀ŋk' have more specified meanings ('čivìja, čuwìja' is a stick for driving donkeys, 'drъ̀ŋk' is a tool used in bread backing). 'prъ̀nčka' is primarily a part of loom.",,,,,tʃuˈmak,tʃuˈmak,tʃ u m a k,,
254-161-1,,254,161,kàmin′,kàmin′,k ɑ̈ mʲ i nʲ,,,,,,ˈkɑ̈mʲinʲ,ˈkaminj,k a m i n j,,
254-162-1,,254,162,pràf,pràf,p ɾ ɑ̈ f,,,,,,pɾɑ̈f,prav,p r a v,,
254-164-1,,254,164,slъ̀nci,slъ̀nci,s l ə n tsʲ i,,,,,,ˈsləntsʲi,ˈsləntse,s l ə n ts e,,
254-217-1,,254,217,blàk,blàk,b l ɑ̈ k,,,,,,blɑ̈k,blaɡ,b l a ɡ,,
254-165-1,,254,165,să nadùvam,să nadùvam,s ɐ + n ɐ d u v ɐ m,,,,,,sɐ nɐˈduvɐm,sə naˈduvam,s ə + n a d u v a m,,
254-166-1,,254,166,plavèm,plavèm,p l ɐ vʲ e̞ m,,,,,,plɐˈvʲe̞m,plaˈvem,p l a v e m,,
254-167-1,,254,167,kujrùk,kujrùk,k u j ɾ u k,Loan from Turkish 'kuyruk'.,,,,,kujˈɾuk,kujˈruk,k u j r u k,,
254-221-1,,254,221,v′ènam,v′ènam,vʲ e̞ n ɐ m,The imperfective form is 'zʹèvam'.,,,,,ˈvʲe̞nɐm,ˈvenam,v e n a m,,
254-171-1,,254,171,dib′èl,dib′èl,dʲ i bʲ e̞ l,"The lexeme 'èndra, jèndra' means 'fat, burly'.",,,,,dʲiˈbʲe̞l,diˈbel,d i b e l,,
254-209-1,,254,209,bùt,bùt,b u t,,,,,,but,but,b u t,,
254-209-2,,254,209,klìn,klìn,k lʲ i n,,,,,,klʲin,klin,k l i n,,
254-173-1,,254,173,mìsl′am,mìsl′am,mʲ i s lʲ ɐ m,,,,,,ˈmʲislʲɐm,ˈmisljam,m i s l j a m,,
