id,lexeme_id,cognate_class_id
2915,3230,1149
2916,3231,1150
2917,3232,1151
2918,3233,1152
2919,3234,254
2920,3235,72
2922,3237,257
2924,3239,76
2925,3240,1155
2926,3241,437
2929,3244,8251
2930,3245,82
2932,3247,1157
2934,3249,86
2935,3250,266
2936,3251,267
2937,3252,89
2938,3253,1158
2939,3254,91
2940,3255,1159
2942,3257,1161
2943,3259,1162
2944,3261,1163
2945,3263,6595
2946,3264,6197
2947,3266,1165
2948,3268,1166
2949,3269,1167
2950,3270,283
2951,3271,1168
2953,3273,6265
2954,3274,287
2955,3275,929
2956,3276,289
2957,3277,815
2958,3278,468
2959,3280,1170
2960,3281,294
2961,3282,1171
2962,3283,1172
2963,3284,7523
2964,3285,1173
2966,3288,301
2967,3289,1175
2968,3290,303
2969,3291,127
2970,3292,305
2972,3294,1176
2973,3296,309
2974,3297,1177
2975,3298,1178
2976,3299,1179
2977,3300,1180
2979,3302,314
2980,3304,1181
2981,3305,1182
2983,3307,319
2985,3309,1183
2986,3310,321
2987,3311,1184
2988,3312,323
2989,3313,145
2990,3314,146
2991,3316,1185
2992,3317,327
2993,3318,502
2994,3319,503
2995,3320,1186
2996,3321,153
2998,3324,6178
2999,3325,1188
3000,3326,335
3002,3328,1189
3003,3329,160
3004,3330,161
3005,3331,337
3006,3332,1190
3007,3333,7520
3008,3334,1191
3010,3336,342
3011,3337,1192
3012,3338,1193
3013,3339,169
3014,3340,671
3018,3344,1195
3019,3345,7535
3211,3538,1102
3212,3539,1103
3214,3541,1105
3216,3545,7796
3219,3548,1219
3220,3549,1109
3221,3550,6014
3222,3551,1111
3223,3552,1112
3225,3554,1114
3226,3555,1115
3228,3557,1116
3230,3559,1118
3232,3561,1223
3233,3562,1121
3234,3563,375
3235,3564,18
3236,3565,7700
3237,3566,1224
3239,3568,380
3240,3569,7551
3241,3570,1124
3243,3572,208
3244,3574,210
3245,3575,28
3246,3576,211
3247,3577,1126
3248,3578,6505
3250,3580,1200
3251,3581,699
3252,3582,700
3253,3584,1130
3254,3585,774
3255,3586,1131
3256,3587,39
3257,3588,1226
3259,3590,1133
3260,3591,1134
3263,3594,44
3264,3595,403
3266,3597,405
3267,3598,1137
3268,3599,1138
3269,3600,6332
3271,3602,1202
3272,3603,1141
3274,3605,1142
3276,3607,6458
3277,3608,1143
3279,3610,1144
3280,3611,1229
3281,3612,1230
3283,3615,62
3284,3616,1146
3287,3619,1147
3289,3621,1148
3290,3622,1149
3291,3623,1150
3292,3624,1151
3293,3625,1231
3294,3627,72
3296,3629,257
3298,3631,76
3299,3633,437
3300,3634,79
3301,3635,80
3302,3636,1233
3303,3637,82
3304,3638,263
3305,3639,1157
3307,3641,86
3308,3642,266
3309,3643,267
3310,3644,89
3311,3645,1158
3312,3646,91
3315,3649,1236
3317,3651,1237
3318,3652,1163
3319,3653,1207
3320,3654,1238
3321,3655,6197
3323,3657,1165
3324,3658,1209
3325,3659,1166
3326,3660,1167
3327,3661,283
3328,3662,1168
3331,3665,287
3332,3666,1240
3333,3667,289
3334,3668,815
3335,3669,468
3336,3670,8276
3337,3671,1170
3338,3672,294
3340,3674,1172
3341,3675,7523
3342,3676,1173
3344,3678,123
3345,3679,301
3346,3680,1175
3347,3681,303
3349,3683,305
3352,3687,309
3353,3688,1243
3354,3689,1244
3355,3690,1179
3356,3691,1245
3357,3692,313
3358,3693,314
3360,3695,1181
3361,3696,1246
3362,3697,318
3363,3698,319
3365,3700,1247
3366,3701,321
3369,3704,145
3370,3705,146
3372,3707,1248
3373,3708,327
3374,3709,502
3375,3710,503
3376,3711,1186
3377,3712,153
3380,3715,6178
3381,3716,1188
3382,3717,335
3383,3718,6637
3384,3719,1189
3385,3720,160
3387,3722,337
3388,3723,1190
3389,3724,7520
3390,3725,1191
3391,3726,668
3392,3727,342
3393,3728,1192
3394,3729,1193
3395,3730,169
3396,3731,671
3397,3732,1250
3400,3735,1195
3401,3736,7535
3594,3929,543
3595,3930,848
3596,3931,849
3597,3932,850
3599,3935,852
3600,3936,182
3602,3938,854
3603,3939,855
3604,3940,856
3605,3941,8401
3606,3942,858
3607,3943,859
3608,3944,190
3609,3945,519
3610,3946,2571
3612,3949,862
3613,3950,863
3614,3951,7319
3615,3952,864
3617,3954,375
3618,3955,18
3619,3956,865
3622,3959,380
3623,3960,867
3625,3962,869
3626,3963,208
3627,3964,870
3628,3965,1261
3629,3966,28
3630,3967,211
3631,3968,872
3633,3970,1262
3634,3971,33
3637,3974,875
3639,3976,877
3640,3977,220
3641,3978,39
3643,3981,223
3644,3984,225
3645,3985,44
3646,3986,881
3648,3988,405
3649,3989,883
3650,3990,884
3651,3991,885
3652,3992,1263
3654,3994,888
3656,3996,6432
3658,3998,6458
3661,4001,892
3662,4002,893
3663,4003,242
3664,4004,894
3665,4005,713
3666,4006,62
3667,4007,6560
3668,4008,896
3670,4013,900
3673,4016,1264
3676,4019,905
3677,4020,1265
3678,4021,906
3679,4022,907
3680,4023,908
3681,4024,909
3682,4025,79
3683,4026,910
3684,4027,911
3685,4028,82
3688,4031,265
3689,4032,86
3690,4033,266
3691,4034,267
3692,4035,89
3693,4036,913
3694,4037,91
3696,4040,1267
3697,4041,1268
3698,4042,919
3699,4043,6592
3700,4044,275
3701,4045,276
3703,4047,5682
3704,4048,8233
3705,4049,923
3707,4051,925
3708,4052,283
3709,4054,927
3711,4056,287
3712,4057,929
3713,4058,1270
3714,4059,815
3716,4061,641
3717,4063,294
3718,4064,295
3719,4065,930
3721,4067,1272
3722,4068,2910
3723,4069,123
3724,4070,532
3725,4071,825
3726,4072,303
3729,4078,131
3730,4080,938
3731,4081,312
3733,4083,314
3735,4086,940
3736,4087,7472
3737,4088,942
3738,4089,944
3740,4092,323
3741,4093,145
3742,4094,146
3745,4097,327
3746,4098,328
3747,4099,948
3749,4101,153
3750,4103,950
3751,4104,1274
3752,4106,953
3753,4107,6637
3754,4108,954
3755,4109,160
3756,4110,161
3759,4113,7520
3760,4114,1275
3761,4115,957
3762,4116,342
3764,4119,1276
3767,4123,5822
3768,4124,963
3769,4125,1278
3770,4126,1102
3772,4128,1104
3773,4129,1105
3776,4132,7796
3777,4133,1279
3778,4134,1218
3779,4135,1219
3780,4136,1109
3781,4137,6014
3782,4138,1111
3783,4139,1112
3785,4141,1114
3786,4142,1115
3788,4144,1116
3789,4145,1117
3791,4147,7318
3792,4148,1199
3793,4149,1121
3794,4150,375
3795,4151,18
3796,4152,7700
3797,4153,1281
3798,4154,1123
3799,4155,380
3800,4156,7551
3801,4157,1124
3802,4158,1125
3803,4159,208
3805,4161,210
3806,4162,28
3807,4163,211
3809,4165,6505
3810,4166,391
3811,4167,699
3812,4168,700
3813,4169,1129
3815,4171,774
3816,4172,1131
3817,4173,39
3820,4176,1133
3821,4177,1134
3822,4178,42
3823,4179,1252
3824,4180,44
3825,4181,403
3827,4183,405
3828,4184,1137
3829,4185,1138
3830,4186,6332
3832,4188,1202
3833,4189,1141
3835,4191,1142
3836,4192,8278
3837,4193,6458
3838,4194,1143
3840,4197,784
3841,4198,1230
3842,4199,1145
3844,4201,62
3845,4202,1146
3846,4203,1285
3848,4205,1147
3850,4207,1148
3851,4208,1149
3852,4209,1150
3853,4210,1151
3854,4211,1231
3855,4212,254
3857,4214,1232
3858,4215,257
3860,4217,76
3861,4218,1155
3862,4219,437
3863,4220,79
3864,4221,80
3865,4222,8251
3866,4223,82
3867,4224,263
3868,4225,1157
3870,4227,86
3871,4228,266
3872,4229,267
3873,4230,89
3874,4231,1158
3875,4232,91
3878,4235,1161
3882,4239,1163
3883,4240,1207
3884,4241,1238
3885,4242,6197
3886,4243,1288
3887,4244,1165
3889,4246,1166
3890,4247,1167
3891,4248,283
3892,4249,1168
3893,4250,1169
3895,4252,287
3896,4253,929
3897,4254,289
3898,4255,815
3899,4256,468
3900,4257,8276
3901,4258,1170
3902,4259,294
3903,4260,1171
3904,4261,1172
3905,4262,7523
3906,4263,1173
3909,4266,301
3910,4267,1290
3911,4268,303
3913,4270,305
3914,4271,1242
3917,4274,309
3918,4275,1177
3920,4277,1179
3922,4279,313
3923,4280,314
3925,4282,1181
3926,4283,1293
3927,4284,318
3928,4285,319
3931,4288,321
3932,4289,1184
3933,4290,323
3934,4291,145
3935,4292,146
3936,4293,1295
3937,4294,1248
3938,4295,327
3939,4296,502
3940,4297,1296
3942,4299,153
3944,4301,1216
3945,4302,6178
3946,4303,1188
3947,4304,335
3948,4305,6637
3949,4306,1189
3950,4307,160
3951,4308,161
3952,4309,337
3953,4310,1190
3954,4311,7520
3955,4312,1191
3956,4313,668
3957,4314,342
3958,4315,1192
3959,4316,1193
3960,4317,169
3961,4318,671
3962,4319,1250
3965,4322,1297
3966,4323,7535
4352,4714,175
4353,4715,1303
4354,4716,177
4355,4717,178
4359,4721,1305
4361,4723,9624
4363,4725,186
4364,4726,187
4365,4727,188
4366,4728,189
4367,4729,190
4368,4730,191
4369,4731,860
4370,4732,193
4371,4733,1307
4372,4734,1308
4373,4735,196
4374,4736,7319
4375,4737,198
4376,4738,6093
4377,4739,200
4378,4740,201
4380,4742,1309
4381,4743,21
4382,4744,204
4383,4745,520
4385,4747,9687
4386,4748,208
4387,4749,209
4388,4750,1311
4389,4751,28
4390,4752,211
4391,4753,212
4393,4755,214
4394,4756,33
4395,4757,1312
4396,4758,7563
4397,4759,875
4398,4760,5551
4399,4761,1314
4400,4762,220
4401,4763,39
4402,4764,1226
4403,4765,222
4404,4766,223
4405,4767,224
4406,4768,1315
4407,4769,225
4408,4770,44
4409,4771,226
4410,4772,5571
4411,4773,228
4412,4774,229
4413,4775,230
4414,4776,231
4415,4777,232
4416,4778,9647
4417,4779,234
4418,4780,235
4419,4781,6432
4420,4782,237
4421,4783,6458
4422,4784,1143
4423,4785,239
4425,4787,241
4426,4788,242
4427,4789,5597
4429,4791,62
4430,4792,245
4431,4793,1316
4433,4795,248
4435,4797,1317
4436,4798,251
4438,4800,1318
4439,4801,71
4440,4802,254
4441,4803,255
4442,4804,256
4443,4805,257
4444,4806,8267
4445,4807,8248
4446,4808,1155
4447,4809,1319
4448,4810,79
4449,4811,261
4450,4812,262
4451,4813,82
4453,4815,264
4454,4816,265
4455,4817,86
4456,4818,266
4457,4819,267
4458,4820,1321
4459,4821,1322
4460,4822,91
4461,4823,269
4464,4826,5662
4466,4828,273
4467,4829,6592
4468,4830,275
4469,4831,1323
4471,4833,278
4472,4834,8233
4473,4835,1324
4474,4836,281
4475,4837,1325
4476,4838,283
4477,4839,284
4478,4840,285
4479,4841,5709
4481,4843,288
4482,4844,289
4483,4845,815
4484,4846,291
4485,4847,5719
4486,4848,293
4487,4849,294
4489,4851,8296
4490,4852,7523
4492,4854,1327
4493,4855,300
4494,4856,5736
4495,4857,5737
4496,4858,303
4497,4859,304
4498,4860,305
4499,4861,1328
4500,4862,1329
4501,4863,308
4502,4864,309
4503,4865,131
4504,4866,310
4505,4867,311
4506,4869,313
4507,4870,314
4508,4871,315
4509,4872,316
4510,4873,1330
4511,4874,318
4512,4875,319
4514,4877,320
4515,4878,321
4516,4879,5763
4517,4880,323
4518,4881,145
4519,4882,146
4520,4883,1331
4521,4884,326
4522,4885,327
4523,4886,328
4524,4887,503
4526,4889,153
4527,4890,1333
4528,4891,8365
4529,4892,333
4530,4893,5776
4531,4894,335
4532,4895,6637
4533,4896,1335
4534,4897,160
4535,4898,161
4536,4899,337
4537,4900,338
4538,4901,7520
4540,4903,668
4541,4904,342
4542,4905,1336
4543,4906,1337
4545,4908,671
4546,4909,1338
4547,4910,348
4548,4911,5822
4549,4912,350
4550,4913,7535
4551,4914,175
4552,4915,176
4553,4916,177
4554,4917,178
4557,4920,181
4559,4922,183
4560,4923,9624
4561,4924,185
4562,4925,186
4563,4926,187
4564,4927,188
4565,4928,189
4568,4931,192
4569,4932,193
4570,4933,194
4571,4934,195
4572,4935,196
4573,4936,7319
4575,4938,199
4576,4939,200
4579,4942,9633
4580,4943,21
4581,4944,204
4582,4945,205
4584,4947,207
4585,4948,208
4586,4949,209
4587,4950,210
4588,4951,28
4589,4952,211
4590,4953,212
4591,4954,7345
4592,4955,214
4593,4956,33
4594,4957,8514
4595,4958,7563
4596,4959,217
4597,4960,218
4598,4961,219
4599,4962,220
4600,4963,39
4601,4964,221
4602,4965,222
4603,4966,223
4604,4967,224
4606,4969,225
4607,4970,44
4608,4971,226
4609,4972,5571
4610,4973,228
4611,4974,229
4612,4975,230
4613,4976,231
4614,4977,232
4615,4978,9647
4616,4979,234
4617,4980,235
4618,4981,6432
4619,4982,237
4620,4983,6458
4621,4984,238
4622,4985,239
4623,4986,240
4624,4987,241
4625,4988,242
4626,4989,243
4628,4991,62
4629,4992,245
4630,4993,246
4634,4997,250
4635,4998,251
4636,4999,252
4637,5000,253
4638,5001,71
4639,5002,254
4641,5004,256
4642,5005,257
4643,5006,8267
4644,5007,8248
4645,5008,259
4646,5009,260
4647,5010,79
4648,5011,261
4649,5012,262
4650,5013,82
4652,5015,264
4653,5016,265
4654,5017,86
4655,5018,266
4656,5019,267
4657,5020,89
4658,5021,268
4659,5022,91
4660,5023,269
4661,5024,8249
4662,5025,270
4663,5026,271
4664,5027,1339
4665,5028,273
4666,5029,6592
4667,5030,275
4668,5031,276
4670,5033,278
4671,5034,8233
4672,5035,280
4674,5037,282
4675,5038,283
4676,5039,284
4677,5040,285
4678,5041,286
4680,5043,288
4681,5044,289
4682,5045,290
4683,5046,291
4684,5047,292
4685,5048,293
4686,5049,294
4688,5051,8296
4690,5053,298
4691,5054,299
4692,5055,300
4693,5056,301
4694,5057,302
4695,5058,303
4697,5060,305
4698,5061,306
4699,5062,307
4700,5063,308
4701,5064,309
4702,5065,131
4703,5066,310
4704,5067,311
4705,5068,312
4706,5069,313
4707,5070,314
4708,5071,315
4709,5072,316
4710,5073,317
4711,5074,318
4712,5075,319
4714,5077,320
4715,5078,321
4716,5079,322
4717,5080,323
4719,5082,146
4720,5083,325
4721,5084,326
4722,5085,327
4723,5086,328
4724,5087,329
4726,5089,153
4727,5090,331
4728,5092,333
4729,5093,334
4730,5094,335
4731,5095,6637
4732,5096,336
4733,5097,160
4734,5098,161
4735,5099,337
4736,5100,338
4737,5101,7520
4738,5102,340
4740,5104,342
4741,5105,343
4742,5106,344
4744,5108,346
4745,5109,5795
4746,5110,348
4747,5111,350
4748,5112,7535
4749,5113,175
4750,5114,176
4751,5116,178
4753,5118,180
4756,5121,1341
4757,5122,8346
4758,5123,7861
4759,5125,187
4760,5126,1343
4761,5127,189
4762,5128,190
4763,5129,191
4764,5131,193
4765,5134,196
4766,5135,7319
4768,5138,200
4769,5139,5499
4770,5140,1344
4771,5141,6148
4773,5143,204
4774,5144,205
4775,5145,989
4777,5147,208
4778,5148,209
4779,5149,210
4780,5151,211
4781,5152,212
4782,5153,7345
4783,5154,214
4784,5155,33
4785,5156,215
4786,5157,7563
4787,5158,875
4788,5159,218
4789,5160,219
4790,5161,220
4791,5162,39
4792,5163,1226
4793,5164,222
4794,5166,224
4795,5168,225
4796,5169,44
4797,5170,226
4798,5172,228
4799,5173,229
4800,5174,230
4801,5175,231
4802,5177,9647
4803,5178,234
4804,5179,235
4805,5180,6432
4806,5181,237
4807,5182,6458
4808,5183,1348
4809,5184,239
4810,5186,241
4811,5187,242
4812,5188,1349
4813,5190,62
4814,5191,245
4818,5195,249
4819,5197,251
4821,5200,5616
4822,5201,254
4823,5202,255
4824,5203,256
4825,5204,257
4826,5205,8267
4827,5206,8248
4828,5207,1155
4829,5208,1353
4830,5209,79
4831,5211,262
4832,5212,82
4833,5214,264
4835,5216,86
4836,5217,266
4837,5218,267
4838,5219,89
4839,5220,268
4840,5221,91
4841,5222,269
4842,5224,1354
4843,5227,273
4844,5228,6592
4845,5229,275
4846,5230,276
4849,5234,1324
4850,5235,5696
4852,5237,283
4853,5238,284
4854,5239,285
4855,5240,465
4857,5242,288
4858,5243,289
4859,5244,815
4860,5245,291
4861,5246,8277
4862,5247,293
4863,5248,294
4865,5250,5726
4867,5252,8298
4869,5254,647
4870,5256,1358
4871,5257,303
4873,5259,305
4874,5260,306
4875,5263,309
4876,5264,131
4877,5265,310
4878,5266,311
4879,5268,313
4880,5269,314
4881,5270,315
4882,5271,316
4883,5272,1359
4884,5273,318
4885,5274,319
4887,5276,320
4888,5277,321
4889,5278,322
4890,5279,323
4892,5281,146
4894,5283,1361
4895,5284,327
4896,5285,328
4897,5286,503
4898,5288,153
4899,5290,1362
4900,5291,333
4901,5292,334
4902,5293,335
4903,5294,6637
4904,5295,1335
4905,5296,160
4906,5297,161
4907,5298,337
4908,5299,338
4909,5300,7520
4910,5301,340
4911,5302,1363
4912,5303,342
4913,5304,5787
4914,5306,1364
4915,5307,1365
4917,5309,348
4918,5310,5822
4919,5311,350
4920,5312,7535
4921,5313,175
4922,5314,1303
4923,5315,177
4924,5316,178
4926,5318,180
4928,5320,1305
4929,5321,1366
4930,5322,9624
4932,5324,186
4933,5325,187
4934,5326,188
4935,5327,189
4936,5328,190
4937,5329,191
4938,5330,860
4939,5331,193
4940,5332,1307
4941,5333,1308
4942,5334,196
4943,5335,7319
4944,5336,198
4945,5337,6093
4946,5338,200
4947,5339,201
4949,5341,1309
4950,5342,21
4951,5343,204
4952,5344,520
4953,5345,1310
4955,5347,208
4956,5348,1367
4957,5349,210
4958,5350,28
4959,5351,211
4960,5352,212
4962,5354,214
4963,5355,33
4964,5356,1368
4965,5357,7563
4966,5358,875
4968,5360,1314
4969,5361,220
4970,5362,39
4971,5363,1226
4973,5365,223
4974,5366,224
4975,5367,1315
4976,5368,225
4977,5369,44
4978,5370,226
4979,5371,228
4980,5372,229
4981,5373,230
4982,5374,231
4984,5376,9647
4985,5377,234
4986,5378,235
4987,5379,6432
4988,5380,237
4989,5381,6458
4990,5382,239
4992,5384,241
4993,5385,242
4994,5386,1369
4995,5387,244
4996,5388,62
4997,5389,245
5000,5392,248
5002,5394,1370
5003,5395,251
5004,5396,252
5005,5397,1318
5006,5398,71
5007,5399,254
5008,5400,255
5009,5401,256
5010,5402,257
5011,5403,8267
5012,5404,8248
5013,5405,1155
5014,5406,1371
5015,5407,79
5017,5409,262
5018,5410,82
5020,5412,264
5021,5413,265
5022,5414,86
5023,5415,266
5024,5416,267
5025,5417,1321
5026,5418,1322
5027,5419,91
5028,5420,269
5029,5421,8249
5033,5425,273
5034,5426,6592
5035,5427,275
5036,5428,1323
5038,5430,278
5039,5431,8233
5040,5432,1324
5042,5434,1325
5043,5435,283
5044,5436,284
5045,5437,1375
5047,5439,288
5048,5440,1376
5049,5441,815
5051,5443,1378
5052,5444,293
5053,5445,294
5055,5447,8296
5056,5448,7523
5058,5450,1379
5059,5451,300
5061,5453,1380
5062,5455,304
5063,5456,305
5064,5457,1328
5065,5458,1381
5067,5460,309
5068,5461,131
5069,5463,311
5070,5464,312
5071,5465,313
5072,5466,314
5073,5467,1383
5074,5468,316
5075,5469,1330
5076,5470,318
5079,5473,320
5080,5474,321
5081,5475,1385
5082,5476,323
5083,5477,145
5084,5478,146
5085,5479,1331
5086,5480,326
5087,5481,327
5088,5482,328
5089,5483,503
5090,5484,1332
5091,5485,153
5093,5487,1334
5094,5489,1386
5095,5490,335
5096,5491,6637
5097,5492,1335
5098,5493,160
5099,5494,161
5100,5495,337
5101,5496,338
5102,5497,7520
5103,5498,340
5104,5499,668
5105,5500,342
5106,5501,1336
5107,5502,1337
5108,5503,1364
5109,5504,671
5110,5505,1338
5112,5507,5822
5113,5508,350
5114,5509,7535
5118,5513,178
5121,5516,181
5124,5519,9624
5125,5520,185
5126,5521,186
5127,5522,187
5128,5523,188
5129,5524,189
5131,5526,191
5132,5527,192
5133,5528,193
5134,5529,194
5135,5530,195
5136,5531,196
5137,5532,7319
5138,5533,198
5139,5534,199
5140,5535,200
5143,5538,203
5144,5539,21
5145,5540,204
5146,5541,205
5147,5542,207
5148,5543,208
5149,5544,209
5150,5545,210
5151,5546,28
5152,5547,211
5153,5548,212
5154,5549,7345
5155,5550,214
5157,5552,8514
5159,5554,218
5160,5555,219
