id,lexeme_id,cognate_class_id
9644,10454,1125
9645,10455,208
9646,10456,384
9647,10457,210
9648,10458,28
9649,10459,211
9650,10460,1126
9651,10461,6505
9652,10462,6104
9653,10464,699
9654,10465,700
9656,10467,774
9657,10468,1131
9658,10469,39
9660,10471,1133
9661,10472,1134
9663,10474,1252
9664,10475,44
9665,10476,403
9666,10477,405
9667,10478,1137
9668,10479,1138
9669,10480,6332
9670,10481,1139
9671,10482,1202
9672,10483,1141
9674,10485,1142
9675,10486,8278
9676,10487,1933
9677,10488,1143
9679,10490,1144
9680,10491,784
9681,10492,242
9684,10495,62
9685,10496,1146
9688,10499,1147
9690,10501,1148
9691,10502,1149
9693,10504,1151
9695,10506,254
9697,10508,1232
9698,10509,257
9702,10513,437
9703,10514,79
9704,10515,80
9706,10517,82
9707,10518,263
9708,10519,1157
9709,10520,1203
9710,10521,86
9711,10522,266
9712,10523,267
9713,10524,89
9714,10525,1158
9715,10526,91
9716,10527,1159
9718,10529,1161
9720,10531,1205
9721,10532,1206
9722,10533,1163
9724,10535,6197
9726,10537,1165
9728,10539,1166
9729,10540,1167
9730,10541,283
9731,10542,1168
9734,10545,287
9735,10546,929
9736,10547,289
9737,10548,815
9738,10549,468
9739,10550,8276
9740,10551,1170
9741,10552,294
9742,10553,1171
9743,10554,1172
9744,10555,7523
9745,10556,1173
9747,10558,123
9748,10559,301
9750,10561,303
9751,10562,127
9752,10563,305
9755,10566,1255
9756,10567,309
9757,10568,1177
9758,10570,1179
9760,10572,314
9762,10574,1181
9763,10575,1935
9765,10577,319
9767,10579,1247
9768,10580,1184
9769,10581,323
9770,10582,145
9771,10583,146
9773,10585,1248
9774,10586,327
9775,10587,502
9778,10590,153
9779,10591,1187
9781,10593,6178
9782,10594,1188
9783,10595,335
9784,10596,6637
9785,10597,1189
9786,10598,160
9787,10599,161
9788,10600,337
9789,10601,1190
9790,10602,7520
9791,10603,1191
9792,10604,342
9793,10605,1192
9794,10607,169
9795,10608,671
9798,10611,1936
9799,10612,7535
9800,10613,1102
9802,10615,1104
9803,10616,1105
9807,10620,7796
9809,10622,1218
9810,10623,1219
9811,10624,1109
9812,10625,6014
9813,10626,1111
9814,10627,1112
9816,10629,1114
9817,10630,1115
9819,10632,1116
9822,10635,7318
9823,10636,1223
9824,10637,1121
9825,10638,375
9826,10639,18
9828,10641,1932
9829,10642,1123
9830,10643,380
9831,10644,7551
9832,10645,1124
9833,10646,1125
9834,10647,208
9835,10648,384
9836,10649,210
9837,10650,28
9838,10651,211
9839,10652,1126
9840,10653,6505
9841,10654,6104
9843,10656,699
9844,10657,700
9846,10659,774
9847,10660,1131
9848,10661,39
9850,10663,1133
9851,10664,1134
9853,10666,1252
9854,10667,44
9855,10668,403
9856,10669,405
9857,10670,1137
9858,10671,1138
9859,10672,6332
9860,10673,1139
9861,10674,1202
9862,10675,1141
9864,10677,1142
9865,10678,8278
9866,10679,1933
9867,10680,1143
9869,10682,1144
9870,10683,784
9871,10684,242
9873,10686,244
9874,10687,62
9875,10688,1146
9878,10691,1147
9880,10693,1148
9881,10694,1149
9883,10696,1151
9885,10698,254
9887,10700,1232
9888,10701,257
9892,10705,437
9893,10706,79
9894,10707,80
9896,10709,82
9897,10710,263
9898,10711,1157
9899,10712,1203
9900,10713,86
9901,10714,266
9902,10715,267
9903,10716,89
9904,10717,1158
9905,10718,91
9906,10719,1159
9908,10721,1161
9910,10723,1205
9911,10724,1206
9912,10725,1163
9914,10727,6197
9915,10728,1208
9916,10729,1165
9918,10731,1166
9919,10732,1167
9920,10733,283
9921,10734,1168
9922,10735,1169
9924,10737,287
9925,10738,929
9926,10739,289
9927,10740,815
9928,10741,468
9929,10742,8276
9930,10743,1170
9931,10744,294
9932,10745,1171
9933,10746,1172
9934,10747,7523
9935,10748,1173
9938,10751,301
9940,10753,303
9942,10755,305
9945,10758,1255
9946,10759,309
9947,10760,1177
9948,10761,1244
9949,10762,1179
9951,10764,314
9953,10766,1181
9954,10767,6563
9956,10769,319
9958,10771,1247
9959,10772,1184
9960,10773,323
9961,10774,145
9962,10775,146
9964,10777,1248
9965,10778,327
9966,10779,502
9969,10782,153
9970,10783,1187
9972,10785,6178
9973,10786,1188
9974,10787,335
9975,10788,6637
9976,10789,1189
9977,10790,160
9978,10791,161
9979,10792,337
9980,10793,1190
9981,10794,7520
9982,10795,1191
9983,10796,342
9984,10797,1192
9985,10798,1193
9986,10799,169
9987,10800,671
9990,10803,1936
9991,10804,7535
10177,10997,1102
10178,10998,1103
10180,11000,1105
10184,11004,7796
10185,11005,1107
10186,11006,1938
10188,11008,1109
10189,11009,6014
10190,11010,1111
10191,11011,1112
10193,11013,1114
10194,11014,1115
10196,11016,1116
10197,11017,1117
10199,11019,7318
10200,11020,1120
10201,11021,1121
10202,11022,375
10203,11023,18
10204,11024,7700
10207,11027,380
10208,11028,7551
10209,11029,1124
10210,11030,1125
10211,11031,208
10212,11032,384
10213,11033,210
10214,11034,28
10215,11035,211
10216,11036,1126
10217,11037,6505
10218,11038,1127
10221,11041,700
10222,11042,1201
10223,11043,774
10224,11044,1131
10225,11045,39
10227,11047,1133
10228,11048,1134
10229,11049,42
10230,11050,1252
10231,11051,44
10232,11052,403
10233,11053,405
10234,11054,1137
10235,11055,1138
10236,11056,6332
10238,11058,8240
10239,11059,1141
10241,11061,1142
10243,11063,6458
10244,11064,1143
10246,11066,1144
10247,11067,784
10248,11068,242
10249,11069,1145
10250,11070,244
10251,11071,62
10255,11075,1147
10256,11076,249
10257,11077,1148
10258,11078,1149
10259,11079,1150
10260,11080,1151
10261,11081,1231
10262,11082,254
10263,11083,72
10264,11084,1153
10265,11085,257
10268,11088,1155
10269,11089,437
10272,11092,8251
10273,11093,82
10275,11095,1157
10277,11097,86
10278,11098,266
10279,11099,267
10280,11100,89
10281,11101,1158
10282,11102,91
10283,11103,1159
10285,11105,1161
10287,11108,1206
10288,11109,1163
10289,11110,1207
10290,11111,6197
10291,11112,1208
10292,11113,1165
10293,11115,1166
10294,11116,1167
10295,11117,283
10296,11118,1168
10299,11121,287
10301,11123,289
10302,11124,815
10303,11125,468
10304,11126,8276
10305,11127,1170
10306,11128,294
10307,11129,1171
10308,11130,1172
10309,11131,7523
10310,11132,1173
10313,11135,1941
10314,11136,1175
10315,11137,303
10316,11138,127
10317,11139,305
10320,11142,1212
10321,11143,309
10322,11144,1177
10324,11146,1179
10326,11148,314
10328,11150,1181
10329,11151,1182
10331,11153,319
10333,11155,1183
10334,11156,1184
10336,11158,145
10337,11159,146
10338,11160,1943
10339,11161,1185
10340,11162,327
10341,11163,502
10342,11164,503
10343,11165,1186
10344,11166,153
10347,11169,6178
10348,11170,1188
10349,11171,335
10351,11173,1189
10352,11174,160
10353,11175,161
10354,11176,337
10355,11177,1190
10356,11178,7520
10357,11179,1191
10358,11180,342
10359,11181,1192
10360,11182,1945
10361,11183,169
10362,11184,671
10365,11187,1195
10366,11188,7535
10367,11190,1591
10369,11192,1592
10370,11193,1659
10371,11194,6354
10372,11196,750
10373,11197,751
10374,11198,752
10375,11199,1593
10376,11200,5855
10378,11202,756
10381,11205,11
10382,11206,8502
10383,11207,758
10384,11210,761
10386,11213,1598
10387,11214,375
10388,11215,18
10389,11216,763
10391,11218,1599
10392,11219,380
10393,11220,7551
10396,11223,768
10397,11224,695
10398,11225,385
10399,11226,769
10401,11229,771
10402,11230,6343
10404,11232,699
10406,11234,1602
10407,11235,773
10408,11236,774
10409,11237,703
10410,11238,39
10411,11239,1603
10412,11240,40
10413,11241,704
10414,11242,776
10415,11243,1604
10416,11244,225
10417,11245,44
10418,11247,778
10419,11248,405
10420,11249,1836
10421,11251,6332
10426,11256,1948
10428,11260,7592
10431,11263,242
10432,11264,5596
10433,11266,4343
10437,11270,788
10438,11271,249
10440,11273,789
10441,11274,7386
10442,11275,1608
10444,11278,72
10446,11280,793
10447,11281,7396
10449,11284,437
10450,11288,82
10452,11292,86
10453,11293,799
10454,11294,267
10455,11295,89
10456,11297,91
10457,11298,1669
10458,11299,93
10459,11300,802
10460,11301,7429
10461,11302,804
10462,11304,805
10463,11305,806
10464,11307,6514
10466,11309,1613
10467,11310,810
10471,11316,1615
10472,11317,6525
10473,11319,731
10474,11320,815
10475,11321,816
10476,11322,817
10477,11323,818
10478,11324,7441
10479,11326,7046
10480,11327,822
10481,11329,1678
10482,11330,123
10483,11332,825
10484,11333,649
10486,11335,1792
10489,11340,131
10490,11341,1680
10491,11342,831
10494,11349,318
10497,11352,1621
10500,11356,145
10501,11357,146
10503,11359,326
10504,11360,327
10505,11361,328
10506,11362,1623
10508,11364,153
10510,11366,1626
10511,11367,5775
10512,11368,841
10513,11369,842
10514,11370,6637
10515,11372,160
10516,11373,161
10517,11374,337
10519,11376,7520
10520,11379,1843
10521,11380,845
10522,11381,846
10523,11382,1658
10524,11384,171
10525,11385,1633
10527,11387,1634
10529,11389,748
10530,11390,1
10532,11392,5846
10533,11393,1659
10534,11394,6354
10535,11396,1798
10536,11397,1799
10537,11398,752
10540,11401,1800
10541,11402,756
10544,11405,11
10545,11406,8502
10546,11407,758
10547,11408,7571
10548,11409,1596
10551,11412,690
10552,11413,762
10553,11414,375
10554,11415,18
10555,11416,7327
10557,11418,764
10558,11419,380
10559,11420,7551
10562,11423,768
10563,11424,7559
10564,11425,385
10565,11426,7343
10566,11427,211
10568,11429,7344
10569,11430,1805
10572,11433,1643
10573,11434,1602
10575,11436,774
10576,11437,703
10577,11438,39
10578,11439,7461
10579,11440,40
10580,11441,704
10581,11442,776
10582,11443,1663
10584,11445,44
10585,11446,777
10586,11447,778
10587,11448,405
10589,11450,6322
10590,11451,6332
10592,11453,6110
10596,11457,598
10601,11462,242
10602,11463,5596
10604,11465,4343
10608,11469,788
10609,11470,249
10611,11472,789
10612,11473,790
10613,11474,7594
10614,11475,9630
10615,11476,7521
10616,11477,72
10618,11479,793
10619,11480,7396
10620,11481,76
10621,11482,77
10622,11483,437
10624,11485,2802
10626,11487,82
10627,11488,797
10628,11489,5644
10630,11491,86
10631,11492,799
10632,11493,267
10633,11494,89
10634,11495,2826
10635,11496,91
10636,11497,1813
10638,11499,802
10641,11502,7432
10642,11503,1814
10646,11507,1789
10648,11509,810
10651,11513,2398
10652,11514,8441
10653,11515,1816
10654,11516,6525
10655,11517,814
10656,11518,731
10657,11519,815
10658,11520,816
10659,11521,1676
10660,11522,818
10661,11523,7443
10662,11524,7044
10664,11526,7523
10665,11527,6145
10666,11528,1678
10667,11529,123
10668,11531,825
10669,11532,649
10671,11534,1792
10675,11539,131
10676,11540,2978
10677,11541,7451
10678,11542,832
10679,11543,833
10682,11546,7465
10683,11547,1620
10688,11552,837
10692,11557,7502
10694,11559,327
10695,11560,328
10697,11562,1682
10698,11563,153
10701,11567,841
10702,11568,842
10703,11569,6637
10704,11571,160
10705,11572,161
10706,11573,337
10707,11574,338
10708,11575,7520
10709,11576,844
10712,11579,845
10713,11580,846
10714,11581,169
10717,11584,1633
10719,11586,1634
11176,12161,1978
11178,12163,1979
11179,12164,178
11180,12165,6354
11183,12169,1980
11184,12170,1981
11185,12171,7
11187,12173,573
11188,12174,687
11190,12176,519
11191,12177,1984
11192,12178,12
11194,12180,579
11195,12181,14
11198,12184,1988
11199,12185,691
11200,12186,18
11201,12188,5501
11204,12191,7551
11205,12192,1834
11206,12194,25
11207,12195,9296
11208,12196,27
11209,12197,1990
11210,12198,696
11211,12199,7561
11212,12200,771
11213,12202,33
11215,12204,700
11216,12205,701
11218,12207,5556
11219,12208,703
11220,12209,39
11221,12210,1992
11222,12211,41
11223,12212,1993
11224,12213,42
11225,12214,225
11226,12215,44
11227,12216,45
11228,12217,46
11229,12218,405
11230,12219,1994
11231,12220,1995
11232,12221,705
11233,12222,1996
11234,12223,1997
11236,12225,1960
11237,12226,53
11240,12231,1998
11243,12234,60
11244,12235,2000
11245,12236,62
11247,12238,715
11248,12240,9446
11251,12243,68
11252,12244,2001
11253,12245,717
11256,12248,72
11257,12249,718
11258,12250,257
11259,12251,9293
11260,12253,2003
11261,12254,78
11262,12255,79
11263,12256,1965
11264,12257,2004
11266,12260,84
11269,12263,87
11270,12264,2005
11271,12265,89
11273,12267,91
11274,12268,2006
11276,12270,94
11277,12271,95
11279,12274,98
11281,12276,276
11283,12280,2007
11285,12282,728
11286,12283,2009
11287,12285,2010
11288,12286,729
11289,12287,2011
11291,12289,2013
11292,12290,732
11293,12291,115
11294,12292,2014
11297,12295,5866
11298,12296,7058
11301,12299,8299
11302,12300,123
11303,12301,124
11304,12302,125
11305,12303,126
11306,12304,2019
11307,12305,1970
11308,12307,2020
11309,12308,309
11310,12309,131
11312,12312,312
11313,12313,2022
11315,12316,535
11316,12317,7466
11317,12318,5069
11319,12320,742
11320,12323,143
11322,12325,145
11323,12326,146
11324,12327,2025
11325,12328,326
11327,12330,328
11328,12331,151
11329,12333,153
11331,12336,333
11332,12337,744
11333,12338,157
11334,12339,6637
11335,12340,745
11336,12341,160
11337,12342,161
11338,12343,337
11340,12345,7520
11342,12347,668
11345,12350,2027
11346,12352,671
11347,12353,5794
11348,12354,172
11349,12355,5822
11350,12356,747
11351,12357,9295
11352,12358,1102
11353,12359,1103
11354,12360,1104
11355,12361,1105
11358,12364,1197
11359,12365,7796
11360,12367,1218
11362,12369,1109
11363,12370,2028
11364,12371,1111
11365,12372,1112
11367,12374,1114
11368,12375,1115
11370,12377,1116
11374,12381,1223
11375,12383,375
11376,12384,18
11377,12385,7700
11378,12386,1224
11379,12387,1123
11380,12388,380
11381,12389,7551
11382,12390,1124
11383,12392,208
11384,12393,384
11385,12394,210
11386,12395,28
11387,12396,211
11388,12397,1126
11389,12398,6505
11391,12400,391
11392,12401,699
11393,12402,700
11394,12403,1129
11395,12404,1130
11396,12405,774
11397,12406,1131
11398,12407,39
11399,12408,1226
11401,12410,1133
11402,12411,1134
11403,12412,42
11405,12414,44
11406,12415,403
11407,12416,6879
11408,12417,405
11409,12418,1137
11410,12419,1138
11411,12420,6332
11413,12422,1202
11414,12423,1141
11416,12425,1142
11417,12426,8278
11418,12427,6458
11419,12428,1143
11422,12431,1229
11423,12432,1230
11425,12434,244
11426,12435,62
11427,12436,1146
11428,12437,1285
11430,12439,1147
11432,12441,1148
11433,12442,1149
11434,12443,1150
11435,12444,1151
11436,12445,1231
11437,12446,254
11439,12448,1232
11440,12449,257
11442,12451,76
11443,12452,1865
11444,12453,437
11445,12454,79
11446,12455,80
11447,12456,8251
11448,12457,82
11449,12458,263
11450,12459,1157
11451,12460,1203
11452,12461,86
11453,12462,266
11454,12463,267
11455,12464,89
11456,12465,1158
11457,12466,91
11460,12469,1161
11462,12471,1237
11463,12472,1206
11464,12473,1163
11465,12475,1238
11466,12476,6197
11467,12477,1239
11468,12478,1165
11471,12481,1167
11472,12482,283
11473,12483,1168
11475,12485,2032
11476,12486,287
11477,12487,929
11479,12489,815
11480,12490,468
11481,12491,8276
11482,12492,1170
11483,12493,294
11485,12495,1172
11486,12496,7523
11487,12497,1173
11489,12499,123
11490,12500,301
11491,12501,648
11492,12502,303
11493,12504,305
11495,12506,1211
11497,12508,309
11498,12509,1177
11499,12510,1244
11500,12511,1179
11501,12512,1245
11502,12513,313
11503,12514,314
11505,12516,1181
11506,12517,1935
11507,12518,318
11508,12519,319
11511,12522,321
11512,12523,1184
11513,12524,323
11514,12525,145
11515,12526,146
11516,12528,1248
11517,12529,327
11518,12530,502
11519,12531,503
11521,12533,153
11523,12535,1216
11524,12536,6178
11525,12537,1188
11526,12538,335
11527,12539,6637
11528,12540,1189
11529,12541,160
11530,12542,161
11531,12543,337
11532,12544,1190
11533,12545,7520
11534,12546,1191
11535,12547,668
11536,12548,342
11537,12549,1192
11538,12550,1193
11539,12551,169
11540,12552,2034
11541,12553,1250
11544,12556,1297
11545,12557,7535
11737,12750,543
11738,12751,848
11739,12752,849
11740,12753,850
11742,12755,851
11743,12756,852
11746,12759,854
11747,12760,855
11748,12761,856
11749,12762,8401
11750,12763,858
11751,12764,859
11752,12765,190
11753,12766,519
11755,12768,1389
11757,12770,862
11758,12771,863
11759,12772,7319
11760,12773,864
11762,12775,375
11763,12776,18
11764,12777,865
11766,12779,21
11767,12780,380
11768,12781,867
11769,12782,868
11770,12783,869
11771,12784,208
11772,12785,870
11774,12787,28
11775,12788,211
11776,12789,872
11778,12792,33
11779,12793,6378
11780,12794,7563
11781,12795,875
11783,12797,877
11784,12798,220
11785,12799,39
11786,12800,878
11788,12802,223
11789,12803,880
11791,12805,225
11792,12806,44
11793,12807,881
11795,12809,405
11796,12810,883
11797,12811,884
11798,12812,885
11800,12814,887
11801,12815,888
11802,12816,889
11803,12817,6432
11804,12818,890
11805,12819,6458
11806,12820,782
11808,12823,893
11809,12824,242
11810,12825,894
11811,12826,713
11812,12827,62
11813,12828,6560
11814,12829,896
11816,12831,897
11817,12832,898
11818,12833,8246
11819,12834,900
11822,12837,903
11823,12839,72
11824,12840,905
11825,12841,257
11826,12842,906
11827,12843,907
11828,12844,908
11829,12845,909
11830,12846,79
11831,12847,910
11832,12848,911
11833,12849,82
11835,12852,912
11836,12853,86
11837,12854,266
11838,12855,267
11839,12856,89
11840,12857,913
11841,12858,91
11843,12860,915
11844,12861,916
11845,12862,917
11846,12863,918
11848,12865,8254
11849,12866,275
11850,12867,276
11852,12869,1772
11853,12870,8233
11854,12871,923
11856,12873,925
11857,12874,283
11859,12876,927
11860,12877,928
11861,12878,287
11862,12879,929
11863,12880,289
11864,12881,815
11866,12883,641
11867,12884,565
11868,12885,294
11869,12886,295
11870,12887,930
11871,12888,931
11872,12889,932
11873,12890,933
11874,12891,123
11875,12892,532
11876,12893,934
11877,12894,303
11879,12896,305
11881,12898,936
11882,12899,937
11883,12900,6813
11884,12901,131
11885,12902,2036
11886,12903,938
11887,12904,312
11889,12906,314
11891,12908,535
11895,12912,943
11896,12913,944
11898,12915,946
11899,12916,323
11900,12917,145
11901,12918,146
11904,12921,327
11905,12922,328
11906,12923,948
11907,12924,949
11908,12925,153
11909,12926,840
11910,12927,950
11912,12929,8364
11913,12930,953
11914,12931,6637
11915,12932,954
11916,12933,160
11917,12934,161
11918,12935,337
11920,12937,7520
11921,12938,956
11922,12939,957
11923,12940,342
11924,12941,958
11926,12943,960
11927,12944,961
11930,12947,5822
11931,12948,963
11932,12949,964
12127,13150,175
12128,13151,1303
12129,13152,177
12130,13153,178
12133,13156,2038
12134,13157,1305
12138,13161,186
12139,13162,187
12140,13163,188
12141,13164,189
12142,13165,190
12143,13166,191
12144,13168,193
12145,13169,1307
12146,13170,1308
12147,13171,196
12148,13172,7319
12149,13173,198
12150,13174,6093
12151,13175,200
12152,13176,201
12154,13178,1309
12155,13179,21
12156,13180,204
12157,13181,520
12159,13183,9687
12160,13184,208
12161,13185,209
12162,13186,1311
12163,13187,28
12164,13188,211
12165,13189,212
12167,13191,214
12168,13192,33
12170,13194,7563
12171,13195,875
12173,13197,396
12174,13198,220
12175,13199,39
12176,13200,1226
12178,13202,223
12179,13203,224
12180,13204,1315
12181,13206,44
12182,13207,226
12183,13208,228
12184,13209,229
12185,13210,230
12186,13211,231
12188,13213,9647
12189,13214,234
12190,13215,235
12191,13216,6432
12192,13217,237
12193,13218,6458
12194,13219,1143
12195,13220,239
12197,13222,241
12198,13223,242
12199,13224,5597
12200,13225,62
12201,13226,245
12202,13227,1316
12204,13229,248
12206,13231,1370
12207,13232,251
12208,13233,252
12209,13234,1318
12210,13235,71
12211,13236,254
12212,13237,255
12213,13238,256
12214,13239,257
12215,13240,8267
12216,13241,8248
12217,13242,1155
12218,13243,1319
12219,13244,79
12221,13246,262
12222,13247,82
12224,13249,264
12225,13250,265
12226,13251,86
12227,13252,266
12228,13253,267
12229,13254,1321
12230,13255,1322
12231,13256,91
12232,13257,269
12233,13258,5656
12235,13260,5662
12236,13261,1339
12237,13262,273
12238,13263,6592
12239,13264,275
12240,13265,1323
12241,13266,2039
12242,13267,278
12243,13268,8233
12244,13269,280
12245,13270,281
12246,13271,1325
12247,13272,283
12248,13273,284
12249,13274,285
12250,13275,1375
12252,13277,288
12253,13278,1376
12254,13279,815
12255,13280,291
12256,13281,5719
12257,13282,293
12258,13283,294
12260,13285,8296
12261,13286,7523
12263,13288,1327
12264,13289,300
12265,13290,5736
12266,13291,1380
12267,13292,303
12268,13293,304
12269,13294,305
12270,13295,1328
12271,13296,2040
12272,13297,308
12273,13298,309
12274,13299,131
12275,13300,310
12276,13301,311
12277,13302,312
12278,13303,313
12279,13304,314
12280,13306,316
12281,13307,1330
12282,13308,318
12283,13309,319
12285,13311,320
12286,13312,321
12287,13313,5763
12288,13314,323
12289,13315,145
12290,13316,146
12291,13317,1331
12292,13318,326
12293,13319,327
12294,13320,328
12295,13321,503
12296,13322,1332
12297,13323,153
12298,13324,1333
12299,13325,8365
12300,13326,333
12301,13327,5776
12302,13328,335
12303,13329,6637
12304,13330,1335
12305,13331,160
12306,13332,161
12307,13333,337
12308,13334,338
12309,13335,7520
12310,13336,340
12311,13337,668
12312,13338,342
12313,13339,1336
12314,13340,1337
12316,13343,1338
12318,13346,350
12319,13347,7535
12321,13350,849
12374,13413,889
12380,13420,893
12398,13441,908
12426,13470,925
12451,13502,313
12484,13539,1827
12492,13547,1102
12493,13548,1103
12496,13552,2059
12497,13554,7796
12500,13558,1109
12501,13559,6014
12502,13560,1111
12503,13561,1112
12505,13563,1114
12506,13564,1115
12509,13568,1118
12511,13570,1199
12512,13571,1121
12513,13572,375
12514,13573,18
12516,13575,1251
12518,13577,380
12519,13578,7551
12520,13579,1124
12522,13581,208
12523,13582,384
12524,13583,210
12525,13584,28
12527,13586,1126
12528,13587,6505
12529,13588,2061
12530,13589,391
12531,13590,699
12532,13591,700
12533,13592,1129
12534,13594,774
12535,13595,1131
12536,13596,39
12537,13597,1226
12539,13599,1133
12540,13600,1134
12542,13602,1252
12543,13603,44
12544,13604,403
12546,13606,405
12547,13608,1138
12548,13609,6332
12550,13611,1202
12551,13612,1141
12553,13614,1142
12554,13615,8278
12555,13616,6458
12556,13617,1143
12559,13620,784
12560,13621,242
12561,13622,2062
12562,13623,244
12563,13624,62
12564,13625,1146
12565,13626,1285
12567,13628,1147
12568,13629,249
12569,13630,1148
12570,13631,1149
12571,13632,1150
12572,13633,1151
12573,13634,1231
12574,13635,254
12575,13636,72
12576,13637,1254
12577,13638,257
12579,13640,76
12580,13641,1155
12581,13642,437
12582,13643,79
12583,13644,80
12584,13645,1233
12585,13646,82
12586,13647,263
12587,13648,1157
12588,13649,1203
12589,13650,86
12590,13651,266
12591,13652,267
12592,13653,89
12593,13654,1158
12594,13655,91
12595,13656,1159
12597,13658,1161
12599,13660,1205
12600,13661,1206
12601,13662,2063
12602,13663,1207
12603,13664,1238
12604,13665,6197
12605,13666,1239
12606,13667,1165
12607,13668,1209
12608,13669,1166
12609,13670,1167
12610,13671,283
12611,13672,1168
12613,13674,6265
12614,13675,287
12615,13676,929
12616,13677,289
12617,13678,815
12618,13679,468
12619,13680,8276
12620,13681,1170
12621,13682,294
12622,13683,1171
12623,13684,6063
12624,13685,7523
12625,13686,1173
12627,13688,123
12628,13689,301
12629,13690,1175
12630,13691,303
12631,13693,305
12633,13695,1937
12634,13697,309
12635,13698,1177
12636,13699,1213
12637,13700,1179
12638,13701,1292
12639,13702,313
12640,13703,314
12642,13705,1181
12643,13706,1246
12644,13707,318
12645,13708,319
12647,13710,1247
12648,13711,321
12651,13714,145
12652,13715,146
12653,13717,1248
12654,13718,327
12655,13719,502
12656,13720,503
12657,13721,1186
12658,13722,153
12659,13723,1256
12660,13724,1216
12661,13725,6178
12662,13726,1188
12663,13727,335
12664,13728,6637
12665,13729,1189
12666,13730,160
12667,13731,161
12668,13732,337
12669,13733,1190
12670,13734,7520
12671,13735,1191
12672,13736,668
12673,13737,342
12674,13738,1192
12675,13739,1193
12676,13740,169
12677,13741,671
12678,13742,1250
12681,13745,1195
12682,13746,7535
13065,14144,852
13066,14145,182
13068,14147,854
13069,14148,360
13070,14149,8376
13071,14150,8401
13072,14151,858
13073,14152,859
13074,14153,190
13075,14154,519
13078,14157,2080
13079,14158,862
13080,14159,863
13081,14160,7319
13082,14161,864
13084,14163,375
13085,14164,18
13086,14165,865
13088,14167,21
13089,14168,380
13090,14169,867
13091,14171,869
13092,14172,208
13093,14173,870
13094,14174,1261
13095,14175,28
13096,14176,211
13097,14177,2066
13099,14179,1262
13100,14180,2067
13101,14181,874
13105,14185,877
13106,14186,220
13107,14187,39
13110,14190,223
13111,14191,880
13113,14193,225
13117,14197,405
13118,14198,883
13119,14199,884
13120,14200,885
13123,14203,888
13127,14207,6458
13133,14213,894
13139,14219,2070
13140,14220,2047
13141,14221,8246
13142,14222,900
13146,14229,257
13148,14231,907
13150,14233,2073
13152,14235,910
13153,14236,911
13154,14237,82
13156,14241,86
13157,14242,266
13158,14243,267
13159,14244,89
13160,14245,913
13161,14246,91
13164,14249,916
13165,14250,1267
13168,14253,6592
13173,14258,8233
13177,14262,283
13179,14264,2076
13180,14265,1269
13181,14266,287
13182,14267,929
13183,14268,289
13184,14269,815
13186,14271,641
13187,14272,565
13188,14273,294
13189,14274,295
13190,14275,930
13191,14276,931
13193,14279,123
13194,14280,532
13195,14281,825
13196,14282,303
13198,14284,2083
13202,14288,309
13203,14289,131
13205,14291,938
13206,14292,312
13208,14294,314
13210,14296,535
13211,14297,940
13212,14298,7472
13213,14299,2077
13215,14301,944
13217,14303,946
13218,14304,323
13220,14306,146
13222,14308,500
13223,14309,327
13224,14310,328
13225,14311,948
13227,14313,153
13229,14315,9567
13230,14316,1274
13231,14318,953
13232,14319,6637
13234,14321,160
13235,14322,161
13236,14323,337
13238,14325,7520
13239,14326,956
13241,14328,342
13242,14329,958
13243,14331,960
13244,14332,1277
13245,14334,348
13246,14335,5822
13247,14336,963
13248,14337,1278
13254,14343,852
13257,14346,854
13258,14347,360
13261,14350,858
13264,14353,519
13267,14356,2080
13268,14357,862
13269,14358,863
13270,14359,7319
13271,14360,864
13273,14362,375
13274,14363,18
13277,14366,21
13278,14367,380
13279,14368,867
13280,14370,869
13281,14371,208
13282,14372,870
13284,14374,28
13285,14375,211
13286,14376,2066
13287,14378,1262
13288,14379,2067
13289,14380,874
13290,14381,7563
13293,14385,220
13294,14386,39
13297,14389,223
13298,14390,880
13300,14392,225
13301,14393,44
13303,14396,405
13304,14397,883
13305,14398,884
13306,14399,885
13309,14402,888
13311,14404,2069
13313,14406,6458
13317,14411,242
13318,14412,894
13320,14414,62
13324,14419,2047
13325,14420,8246
13326,14421,900
13328,14423,2071
13329,14427,905
13330,14428,257
13331,14429,906
13332,14430,907
13334,14432,2073
13335,14433,6011
13336,14434,910
13337,14435,911
13338,14436,82
13340,14440,86
13341,14441,266
13342,14442,267
13343,14443,89
13344,14444,913
13345,14445,91
13348,14448,916
13351,14451,919
13357,14457,8233
13358,14460,283
13360,14462,2076
13362,14464,287
13363,14465,929
13364,14466,289
13365,14467,815
13367,14469,641
13368,14470,565
13369,14471,294
13370,14472,295
13371,14473,930
13372,14474,931
13373,14477,123
13381,14487,131
13382,14489,938
13383,14490,312
13385,14492,314
13387,14494,535
13388,14495,940
13389,14496,7472
13391,14499,944
13392,14501,946
13393,14502,323
13394,14503,145
13395,14504,146
13398,14507,327
13399,14508,328
13400,14511,153
13403,14514,1274
13405,14516,953
13406,14517,6637
13407,14518,2078
13408,14519,2079
13409,14520,161
13410,14521,337
13412,14523,7520
13413,14524,956
13415,14526,342
13416,14527,958
13418,14529,960
13419,14530,1277
13421,14532,348
13422,14533,5822
13423,14534,963
13424,14535,1278
13614,14736,1103
13616,14738,1105
13620,14742,7796
13621,14743,1107
13622,14744,1198
13623,14745,1219
13624,14746,1109
