id,pages,reliability,comment,lexeme_id,source_id
37949,79,A,,28150,151
37951,82,A,,29479,151
37952,84,A,,28153,151
37953,98,A,,29480,151
37954,121,A,,29481,151
37955,125,A,,28170,151
37956,131,A,,28171,151
37957,132,A,,29482,151
37958,137,A,,28172,151
37959,139,A,,28173,151
37960,143,A,,28174,151
37961,148,A,,29483,151
37962,153,A,,29484,151
37963,159,A,,28185,151
37964,158,A,,28184,151
37965,167,A,,28192,151
37966,171,A,,28194,151
37967,171,A,,29485,151
37968,173,A,,28197,151
37969,178,A,,28198,151
37970,186,A,,28199,151
37971,193,A,,29486,151
37972,206,A,,28203,151
37973,222,A,,29487,151
37975,228,A,,29488,151
37976,234,A,,28224,151
37977,249,A,,28234,151
37978,249,A,,29489,151
37979,256,A,,28237,151
37980,265,A,,28240,151
37981,284,A,,28242,151
37982,281,A,,28241,151
37983,287,A,,28246,151
37984,287,A,,29490,151
37985,290,A,,28247,151
37986,305,A,,28252,151
37987,309,A,,28254,151
37988,312,A,,28260,151
37989,316,A,,28261,151
37990,321,A,,28268,151
37991,321,A,,29491,151
37992,328,A,,28269,151
37993,330,A,,28274,151
37994,332,A,,28277,151
37995,335,A,,28278,151
37996,341,A,,28282,151
37997,349,A,,28292,151
37998,349,A,,29492,151
37999,1257,A,"From forms with an infixed pronoun, at-beir 'he says it'",8774,47
38000,354,A,,28294,151
38001,358,A,,28295,151
38002,362,A,,28297,151
38003,365,A,,28305,151
38004,368,A,,29493,151
38005,372,A,,28308,151
38006,379,A,,28315,151
38007,383,A,,28316,151
38008,383,A,,29494,151
38009,387,A,,28326,151
38010,402,A,,28338,151
38011,408,A,"
",28340,151
38013,412,A,,29495,151
38014,415,A,,28344,151
38015,418,A,,28346,151
38016,426,A,,28347,151
38017,433,A,,28353,151
38018,433,A,,28354,151
38019,435,A,,28355,151
38020,444,A,,28371,151
38734,66,A,,30212,158
38736,167,A,,30213,157
38737,213,A,,30214,157
38738,168,A,,30215,157
38739,152,A,,30216,157
38740,274-275,A,,30217,157
38741,132,A,,30218,157
38742,187,A,,30219,157
38743,62,A,,30220,157
38744,139-140,A,,30221,157
38745,58-59,A,,30222,157
38746,248,A,,30223,157
38747,78,A,,30224,157
38748,300,A,,30225,157
38749,300,A,,30226,157
38750,196,A,,30227,157
38751,138-139,A,,30228,157
38752,134,A,,30229,157
38753,180,A,,30230,157
38754,327-328,A,,30231,157
38755,195-196,A,,30232,157
38756,249,A,,30233,157
38757,129,A,,30234,157
38758,185-186,A,,30235,157
38759,244,A,,30236,157
38760,206,A,,30237,157
38761,146,A,,30238,157
38762,276,A,,30239,157
38763,321-322,A,,30240,157
38764,220,A,,30241,157
38765,80-81,A,,30242,157
38766,50-51,A,,30243,157
38767,236,A,,30244,157
38768,237,A,,30245,157
38769,233,A,,30246,157
38770,270-271,A,,30247,157
38771,39-40,A,,30248,157
38772,176-177,A,,30249,157
38773,263,A,,30250,157
38774,143,A,,30251,157
38775,29-30,A,,30252,157
38776,229,A,,30253,157
38777,251-252,A,,30254,157
38778,282,A,,30255,157
38779,274,A,,30256,157
38782,66,A,,30257,158
38784,301-302,A,,30258,157
38785,252-253,A,,30259,157
38787,319,A,,30261,157
38788,320-321,A,,30262,157
38789,204,A,,30263,157
38790,72-73,A,,30264,157
38792,264,A,,30265,157
38794,118,A,,30266,157
38796,106-107,A,,30267,157
38797,100,A,,30268,157
38798,,A,"This word means ""eagle"", not ""bird"". It does not mean any other kind of bird than ""eagle"".",23661,137
38802,,A,Not the basic word in this sense.,18663,137
38809,,A,,30269,160
38819,,A,Not the basic word in this sense.,18689,137
38824,,A,,30270,160
38825,,A,Not the basic word in this sense.,18702,137
38827,,A,Not the basic word in this sense.,23782,137
38833,,A,,30271,160
38836,,A,Not the most general term in this sense.,18722,137
38842,,A,,30272,160
38846,,A,Not the most general term in this sense.,18749,137
38848,,A,Not the most general term in this sense.,18752,137
38849,,A,Not the most general term in this sense.,18757,137
38850,,A,Not the most general term in this sense.,18759,137
38851,,A,Not the most general term in this sense.,18761,137
38860,,A,Not the most general word in this sense.,18785,137
38862,,A,This is not the most basic or general term in this sense.,18793,137
38865,,A,Less common than the euphemisms that usually replace it in Attic prose.,18804,137
38869,,A,This is not the most basic or general term in this sense.,18820,137
38875,,A,This is not the most basic or general term in this sense.,18833,137
38876,,A,Prohibitive.,18839,137
38890,,A,This is not the most basic or general term in this meaning.,18866,137
38894,,A,"Ship's cable, not rope generally.",18873,137
38895,,A,This is not the most basic or general term in this meaning.,18874,137
38904,,A,,18879,160
38916,,A,Not the most basic or general term in this sense.,18900,137
38921,,A,Not the most basic or general term in this sense.,18913,137
38927,,A,Not the most basic or general term in this sense.,18932,137
38929,,A,Not the most basic or general term in this sense.,18939,137
38932,,A,,30274,160
38935,,A,This is not the most basic or general term in this sense.,18952,137
38936,,A,This is not the most basic or general term in this sense.,18954,137
38938,,A,This is not the most basic or general term in this sense.,18958,137
38947,,A,This is not the most basic or general word in this sense.,18976,137
38948,,A,This is not the most basic or general term in this sense.,18980,137
38949,,A,"This verb is excluded (though very common) because it refers to washing the body, i.e. bathing, not to washing things generally.",18982,137
38950,,A,"This verb is excluded because it mainly refers to washing parts of the body, not things generally.",18983,137
38951,,A,"This verb means primarily ""bathe"", not ""wash (any object)"".",20313,137
38953,,A,Not the basic or general term in this meaning.,18997,137
38956,,A,Not the most basic or general term in this sense.,19005,137
38957,,A,"The simplex verb is itself rare in prose, but compound forms are general in this sense.",30275,137
38958,,A,"This is not the most basic or general term in the sense ""with"". (For example, σύν is typical in  verbal compounds.)",19007,137
38959,,A,Not the basic or general term in this sense.,20335,137
38960,,A,Not the basic or general term in this sense.,23506,137
38961,,A,Not the basic or general term in this sense.,20341,137
38963,,A,Not the basic or general term in this sense.,20348,137
38965,,A,Not the basic or general term in this sense.,23604,137
38966,,A,Not the basic or general term in this sense.,20356,137
38967,,A,Not the basic or general term in this sense.,20359,137
38968,,A,Not the basic or general term in this sense.,27663,137
38969,,A,Not the basic or general term in this sense.,20376,137
38970,,A,Not the basic or general term in this sense.,23783,137
38971,,A,Not the basic or general term in this sense.,20385,137
38972,,A,"Not the basic or general term in this sense. (Not a noun, for one thing.)",20387,137
38973,,A,Not the basic or general term in this sense.,20390,137
38994,,A,Not the basic or general term in this sense.,20437,137
38995,,A,Not the basic or general term in the specified sense.,28380,137
38996,,A,"Not the specified sense (""know facts"").",27084,137
38999,,A,Not the basic or general term in this sense.,20468,137
39000,,A,Not the basic or general term in this sense.,20469,137
39003,,A,Not the basic or general term in this sense.,27665,137
39004,,A,"Not the basic or general term in this sense. Means ""hide"".",20501,137
39006,,A,Not the most basic/common/general term in this sense.,20513,137
39007,,A,Not the most basic/common/general term in this sense.,24749,137
39008,,A,Not the most basic/common/general term in this sense.,20531,137
39009,,A,"Not the most basic/common/general term in this sense. Means ""dense, thickly packed, etc."", not ""thick (of a solid)"".",20534,137
39010,,A,Not the most basic/common/general term in this sense.,20536,137
39012,,A,Not the most basic/common/general term in this sense.,20569,137
39017,788,A,,20148,80
39018,247,A,,30269,47
39020,,A,,26786,163
39023,,A,,27231,163
39024,1081,A,,30270,47
39350,,A,,18878,160
39352,,A,,30595,129
39353,,A,,30596,129
39354,,A,,30597,129
39355,,A,,30598,129
39356,,A,,30599,129
39357,,A,,30600,129
39358,,A,,30601,129
39359,,A,,30602,129
39360,,A,,30603,129
39361,,A,,30604,129
39362,,A,,30605,129
39363,,A,,30606,129
39364,,A,,30607,129
39365,,A,,30608,129
39366,,A,,30609,129
39367,,A,,30610,129
39368,,A,,30611,129
39369,,A,,30612,129
39370,,A,,30613,129
39371,,A,,30614,129
39372,,A,,30615,129
39373,,A,,30616,129
39374,,A,,30617,129
39375,,A,,30618,129
39376,,A,,30619,129
39377,,A,,30620,129
39378,,A,,30621,129
39379,,A,,30622,129
39380,,A,,30623,129
39381,,A,,30624,129
39382,,A,,30625,129
39383,,A,,30626,129
39384,,A,,30627,129
39385,,A,,30628,129
39386,,A,,30629,129
39387,,A,,30630,129
39388,,A,,30631,129
39389,,A,,30632,129
39390,,A,,30633,129
39391,,A,,30634,129
39392,,A,,30635,129
39393,,A,,30636,129
39394,,A,,30637,129
39395,,A,,30638,129
39396,,A,,30639,129
39397,,A,,30640,129
39398,,A,,30641,129
39399,,A,,30642,129
39400,,A,,30643,129
39401,,A,,30644,129
39402,,A,,30645,129
39403,,A,,30646,129
39404,,A,,30647,129
39405,,A,,30648,129
39406,,A,,30649,129
39407,,A,,30650,129
39408,,A,,30651,129
39409,,A,,30652,129
39410,,A,,30653,129
39411,,A,,30654,129
39412,,A,,30655,129
39413,,A,,30656,129
39414,,A,,30657,129
39415,,A,,30658,129
39416,,A,,30659,129
39417,,A,,30660,129
39418,,A,,30661,129
39419,,A,,30662,129
39420,,A,,30663,129
39421,,A,,30664,129
39422,,A,,30665,129
39423,,A,,30666,129
39424,,A,,30667,129
39425,,A,,30668,129
39426,,A,,30669,129
39427,,A,,30670,129
39428,,A,,30671,129
39429,,A,,30672,129
39430,,A,,30673,129
39431,,A,,30674,129
39432,,A,,30675,129
39433,,A,,30676,129
39434,,A,,30677,129
39435,,A,,30678,129
39436,,A,,30679,129
39437,,A,,30680,129
39438,,A,,30681,129
39439,,A,,30682,129
39440,,A,,30683,129
39441,,A,,30684,129
39442,,A,,30685,129
39443,,A,,30686,129
39444,,A,,30687,129
39445,,A,,30688,129
39446,,A,,30689,129
39447,,A,,30690,129
39448,,A,,30691,129
39449,,A,,30692,129
39450,,A,,30693,129
39451,,A,,30694,129
39452,,A,,30695,129
39453,,A,,30696,129
39454,,A,,30697,129
39455,,A,,30698,129
39456,,A,,30699,129
39457,,A,,30700,129
39458,,A,,30701,129
39459,,A,,30702,129
39460,,A,,30703,129
39461,,A,,30704,129
39462,,A,,30705,129
39463,,A,,30706,129
39464,,A,,30707,129
39465,,A,,30708,129
39466,,A,,30709,129
39467,,A,,30710,129
39468,,A,,30711,129
39469,,A,,30712,129
39470,,A,,30713,129
39471,,A,,30714,129
39472,,A,,30715,129
39473,,A,,30716,129
39474,,A,,30717,129
39475,,A,,30718,129
39476,,A,,30719,129
39477,,A,,30720,129
39478,,A,,30721,129
39479,,A,,30722,129
39480,,A,,30723,129
39481,,A,,30724,129
39482,,A,,30725,129
39483,,A,,30726,129
39484,,A,,30727,129
39485,,A,,30728,129
39486,,A,,30729,129
39487,,A,,30730,129
39488,,A,,30731,129
39489,,A,,30732,129
39490,,A,,30733,129
39491,,A,,30734,129
39492,,A,,30735,129
39493,,A,,30736,129
39564,94,A,,28555,79
39630,,A,,30636,105
39631,85,A,,30595,105
39632,163,A,,30596,105
39633,226,A,,30599,105
39634,18,A,,30601,105
39635,525,A,,30602,105
39636,164,A,,30677,105
39637,524,A,,30603,105
39638,129,A,,30604,105
39639,103,A,< PAlb. *sprūgni̯a.,30678,105
39640,187,A,,30605,105
39641,103,A,,30679,105
39642,68,A,,30680,105
39643,95,A,,30607,105
39644,366,A,,30608,105
39647,105,A,,30609,105
39648,291,A,,30681,105
39650,291,A,,808,105
39652,343,A,,30682,105
39653,66-67,A,,30610,105
39654,496,A,,30683,105
39655,115,A,,30684,105
39656,324-325,A,,30685,105
39657,335,A,,30611,105
39658,501,A,,30612,105
39659,459,A,,30613,105
39660,497,A,,30614,105
39661,24,A,,30687,105
39662,214,A,,30615,105
39663,83,A,,30616,105
39664,11-12,A,,30616,150
39665,315,A,,30618,105
39666,233,A,,30688,105
39668,233,A,,831,105
39671,481,A,,30649,105
39672,525,A,,30620,105
39673,316-317,A,,30621,105
39674,234,A,,30623,105
39675,101,A,,30689,105
39676,269,A,,30624,105
39677,177,A,,30625,105
39685,296,A,,30690,105
39686,335,A,,30627,105
39687,157,A,,30691,105
39689,17,A,,30628,105
39690,525,A,,30629,105
39691,100,A,,30630,105
39692,3,A,,30631,105
39693,189,A,,30632,105
39694,62,A,,30693,105
39695,520-521,A,,30633,105
39696,185,A,,30634,105
39697,248,A,,30694,105
39698,395,A,,30635,105
39699,137,A,,30695,105
39700,3-4,A,,30637,105
39701,284,A,,30638,105
39702,515,A,,30696,105
39703,64-65,A,,30697,105
39706,359,A,,30698,105
39707,134,A,,30640,105
39708,177,A,,30641,105
39712,177,A,,871,105
39715,http://iedo.brillonline.nl/dictionaries/lemma.html?id=pg0104,A,*tehswō(n)-  ‘right hand’   f.,30738,165
39716,259,A,,30642,105
39717,274,A,,30643,105
39720,247,A,,30644,105
39721,267,A,,30645,105
39722,147,A,,30646,105
39723,291,A,,30647,105
39724,120,A,,30648,105
39725,87,A,,30650,105
39726,1,A,,30651,105
39727,353,A,,30652,105
39728,302,A,,30655,105
39729,304,A,,30656,105
39730,232,A,,30700,105
39731,444,A,,30702,105
39732,205,A,,30658,105
39733,390,A,,30659,105
39734,384,A,,30660,105
39735,96,A,,30703,105
39740,197,A,,30662,105
39741,370,A,,30663,105
39742,480,A,,30704,105
39743,61-62,A,,30664,105
39744,357,A,,30705,105
39745,178,A,,30706,105
39749,178,A,,915,105
39752,211-212,A,,30665,105
39753,360,A,,30666,105
39756,360,A,,918,105
39759,130,A,,30667,105
39760,283,A,,30709,105
39761,"443, 288",A,,30710,105
39762,518,A,,30669,105
39763,421,A,,30670,105
39764,127,A,,30671,105
39765,479,A,,30711,105
39766,65,A,"From PAlb. *delwa- a (tabooistic?) substitute for the original word for sun, < PIE *g̑ʰelh₃-u̯o-, cf. Skt hàri- 'pale, yellowish', Av zairi- id., Lat helvus 'yellowish', Lith želvas.",30672,105
39767,301,A,,30712,105
39768,27,A,,30673,105
39769,11-12,A,,30674,105
39770,256,A,,30713,105
39771,256,A,,25986,105
39773,134-144,A,,30714,105
39774,226-227,A,,30715,105
39775,138,A,,30720,105
39776,82,A,,30721,105
39777,314-315,A,,30722,105
39778,"200, 482",A,,30716,105
39779,511,A,,30717,105
39780,"421, 437",A,,30692,105
39781,89,A,,30730,105
39785,89,A,,968,105
39788,193-194,A,,30731,105
39789,"104, 414",A,,30719,105
39790,125,A,,30733,105
39791,353,A,,30734,105
39795,197,A,,30735,105
39797,310,A,"asi, uni, ini 'that one'",20293,54
39823,,A,,30762,129
39825,,A,,30764,129
39826,,A,,30765,129
39829,,A,,30768,129
39830,,A,,30769,129
39831,,A,,30770,129
39832,,A,,30771,129
39833,,A,,30772,129
39834,,A,,30773,129
39835,,A,,30774,129
39836,,A,,30775,129
39837,,A,,30776,129
39838,,A,,30777,129
39839,,A,,30778,129
39840,,A,,30779,129
39841,,A,,30780,129
39842,,A,,30781,129
39843,,A,,30782,129
39844,,A,,30783,129
39845,,A,,30784,129
39846,,A,,30785,129
39847,,A,,30786,129
39848,,A,,30787,129
39849,,A,,30788,129
39850,,A,,30789,129
39851,,A,,30790,129
39852,,A,,30791,129
39853,,A,,30792,129
39854,,A,,30793,129
39855,,A,,30794,129
39856,,A,,30795,129
39857,,A,,30796,129
39858,,A,,30797,129
39859,,A,,30798,129
39860,,A,,30799,129
39861,,A,,30800,129
39862,,A,,30801,129
39863,,A,,30802,129
39864,,A,,30803,129
39865,,A,,30804,129
39867,,A,,30806,129
39868,,A,,30807,129
39869,,A,,30808,129
39870,,A,,30809,129
39871,,A,,30810,129
39872,,A,,30811,129
39873,,A,,30812,129
39874,,A,,30813,129
39875,,A,,30814,129
39876,,A,,30815,129
39877,,A,,30816,129
39878,,A,,30817,129
39879,,A,,30818,129
39880,,A,,30819,129
39881,,A,,30820,129
39882,,A,,30821,129
39883,,A,,30822,129
39884,,A,,30823,129
39885,,A,,30824,129
39886,,A,,30825,129
39887,,A,,30826,129
39888,,A,,30827,129
39889,,A,,30828,129
39890,,A,,30829,129
39891,,A,,30830,129
39892,,A,,30831,129
39893,136,A,,30762,105
39894,147,A,,30597,105
39895,450,A,,30598,105
39896,430,A,,30763,105
39897,175,A,,30764,105
39899,508,A,,30808,105
39901,471,A,,30769,105
39902,387,A,,30810,105
39903,103,A,,30772,105
39904,370,A,,30776,105
39905,36-37,A,,30777,105
39906,42-43,A,,30778,105
39910,"292, 394",A,,30831,105
39911,242,A,,30780,105
39912,242,A,,870,105
39914,386,A,,30812,105
39915,42-43,A,,30782,105
39916,445-446,A,,30784,105
39917,243,A,,30785,105
39919,,A,,30739,169
39920,,A,,30740,169
39921,,A,,30741,169
39922,,A,,30742,169
39923,,A,,30832,169
39924,,A,,30743,169
39925,,A,,30744,169
39926,,A,,30745,169
39927,,A,,30746,169
39928,,A,,30747,169
39929,,A,,30748,169
39930,,A,,30749,169
39931,,A,,30750,169
39932,,A,,30751,169
39933,,A,,30752,169
39934,,A,,30753,169
39935,,A,,30754,169
39936,,A,,30755,169
39937,,A,,30756,169
39938,,A,,30758,169
39939,,A,,30759,169
39940,,A,,30760,169
39941,,A,,30761,169
39942,,A,,30833,169
39943,,A,,30834,169
39944,,A,,30835,169
39945,,A,,30838,169
39946,,A,,30839,169
39947,,A,,30840,169
39948,,A,,30841,169
39949,,A,,30842,169
39950,,A,,30843,169
39951,,A,,30844,169
39952,,A,,30845,169
39953,,A,,30846,169
39954,,A,,30847,169
39955,,A,,30848,169
39956,,A,,30849,169
39957,,A,,30850,169
39958,,A,,30851,169
39959,,A,,30852,169
39960,,A,,30853,169
39961,,A,,30854,169
39962,,A,,30855,169
39963,,A,,30856,169
39964,,A,,30857,169
39965,,A,,30858,169
39966,,A,,30859,169
39967,,A,,30860,169
39968,,A,,30861,169
39969,,A,,30862,169
39970,,A,,30863,169
39971,,A,,30864,169
39972,,A,,30865,169
39973,,A,,30866,169
39974,,A,,30867,169
39975,,A,,30868,169
39976,,A,,30869,169
39977,,A,,30870,169
39978,,A,,30871,169
39979,,A,,30872,169
39980,,A,,30873,169
39981,,A,,30874,169
39982,,A,,30875,169
39983,,A,,30876,169
39984,,A,,30877,169
39985,,A,,30878,169
39986,,A,,30879,169
39987,,A,,30880,169
39988,,A,,30881,169
39989,,A,,30882,169
39990,,A,,30883,169
39991,,A,,30884,169
39992,,A,,30885,169
39993,,A,,30886,169
39994,,A,,30887,169
39995,,A,,30888,169
39996,,A,,30889,169
39997,,A,,30890,169
39998,,A,,30891,169
39999,,A,,30892,169
40000,,A,,30893,169
40001,,A,,30894,169
40002,,A,,30895,169
40003,,A,,30896,169
40004,,A,,30897,169
40005,,A,,30898,169
40006,,A,,30899,169
40007,,A,,30900,169
40008,,A,,30901,169
40009,,A,,30902,169
40010,,A,,30903,169
40011,,A,,30904,169
40012,,A,,30905,169
40013,,A,,30906,169
40014,,A,,30907,169
40015,,A,,30908,169
40016,,A,,30909,169
40017,,A,,30910,169
40018,,A,,30911,169
40019,,A,,30912,169
40020,,A,,30913,169
40021,,A,,30914,169
40023,,A,,30916,169
40024,,A,,30917,169
40025,,A,,30918,169
40026,,A,,30919,169
40027,,A,,30920,169
40028,,A,,30921,169
40029,,A,,30922,169
40030,,A,,30923,169
40031,,A,,30924,169
40032,,A,,30925,169
40033,,A,,30926,169
40034,,A,,30927,169
40035,,A,,30928,169
40036,,A,,30929,169
40037,,A,,30930,169
40038,,A,,30931,169
40039,,A,,30932,169
40040,,A,,30933,169
40041,,A,,30934,169
40042,,A,,30935,169
40043,,A,,30936,169
40044,,A,,30937,169
40045,,A,,30938,169
40046,,A,,30939,169
40047,,A,,30940,169
40048,,A,,30941,169
40049,,A,,30942,169
40050,,A,,30943,169
40051,,A,,30944,169
40052,,A,,30945,169
40053,,A,,30946,169
40054,,A,,30947,169
40055,,A,,30948,169
40056,,A,,30949,169
40057,,A,,30950,169
40058,,A,,30951,169
40059,,A,,30952,169
40060,,A,,30953,169
40061,,A,,30954,169
40062,,A,,30955,169
40063,,A,,30956,169
40064,,A,,30957,169
40065,,A,,30958,169
40066,,A,,30959,169
40067,,A,,30960,169
40068,,A,,30961,169
40069,,A,,30962,169
40070,,A,,30963,169
40071,,A,,30964,169
40072,,A,,30965,169
40073,,A,,30966,169
40074,,A,,30967,169
40075,,A,,30968,169
40076,,A,,30969,169
40077,,A,,30970,169
40078,,A,,30971,169
40079,,A,,30972,169
40080,,A,,30973,169
40081,,A,,30974,169
40082,,A,,30975,169
40083,,A,,30976,169
40084,,A,,30977,169
40085,,A,,30978,169
40086,,A,,30979,169
40087,,A,,30980,169
40088,,A,,30981,169
40089,,A,,30982,169
40090,,A,,30983,169
40091,,A,,30984,169
40092,,A,,30985,169
40093,,A,,30986,169
40094,,A,,30987,169
40095,,A,,30988,169
40096,,A,,30989,169
40097,,A,,30990,169
40098,,A,,30991,169
40099,,A,,30992,169
40100,,A,,30993,169
40101,,A,,30994,169
40102,,A,,30995,169
40103,,A,,30996,169
40104,,A,,30997,169
40105,,A,,30998,169
40106,,A,,30999,169
40107,,A,,31000,169
40108,,A,,31001,169
40109,,A,,31002,169
40110,,A,,31003,169
40111,,A,,31004,169
40112,,A,,31005,169
40113,,A,,31006,169
40114,,A,,31007,169
40116,,A,,31009,169
40117,,A,,31010,169
40118,,A,,31011,169
40119,,A,,31012,169
40120,,A,,31013,169
40121,,A,,31014,169
40122,,A,,31015,169
40123,,A,,31016,169
40124,,A,,31017,169
40125,,A,,31018,169
40126,,A,,31019,169
40127,,A,,31020,169
40128,,A,,31021,169
40129,,A,,31022,169
40130,,A,,31023,169
40131,,A,,31024,169
40132,,A,,31025,169
40133,,A,,31026,169
40134,,A,,31027,169
40135,,A,,31028,169
40136,,A,,31029,169
40137,,A,,31030,169
40139,,A,,31032,169
40140,,A,,31033,169
40141,,A,,31034,169
40142,,A,,31035,169
40144,,A,,31037,169
40145,298,A,,30786,105
40146,371,A,,30787,105
40147,512,A,,30788,105
40150,512,A,,890,105
40153,457-458,A,,30789,105
40154,304,A,,30783,105
40155,67-68,A,,30791,105
40156,234,A,,30792,105
40157,198,A,,30813,105
40158,116,A,,30814,105
40159,425-426,A,,30815,105
40160,93,A,,30795,105
40161,33,A,,30795,130
40162,391,A,,30794,105
40163,31,A,,30794,130
40164,425,A,,30797,105
40165,99,A,,30816,105
40166,35,A,,30816,130
40167,35-36,A,,30798,130
40168,513,A,,30798,105
40169,301-302,A,,30817,105
40170,470-471,A,,30799,105
40171,36,A,,30799,130
40172,32,A,,30801,105
40175,85,A,,30821,105
40176,42,A,,30830,130
40177,17,A,,30823,105
40178,133,A,,30824,105
40179,499,A,,30827,105
40181,495,A,,31038,79
40183,254,A,,31039,79
40185,,A,,31040,170
40186,,A,,28531,170
40188,,A,,28610,170
40189,,A,,28568,170
40190,,A,,23619,171
40191,,A,,23793,141
40192,,A,,23830,72
40193,,A,,23828,72
40197,,A,,22334,172
40198,,A,,23659,72
40199,117,A,,23724,141
40205,44,A,,31044,79
40207,,A,,31045,170
40208,,A,"ModArm. amen more means 'every, each', and bolor means 'all'",28438,170
40210,468,A,,31046,79
40212,,A,,31047,170
40213,,A,,31048,170
40215,399,A,"Not the basic term: ""Strohmeyer 1983 concludes that, in contrast with the generic term t'ṙč'un ‘bird, any living thing which flies’, haw has a more complex, although smaller, semantic range which primarily includes birds which are useful to men.""",31049,79
40216,323,A,,28451,79
40217,362,A,,31050,79
40220,,A,,31051,170
40221,,A,,31052,170
40223,305,A,,31053,79
40224,584,A,,28456,79
40225,584,A,,31054,79
40226,230f.,A,,23725,141
40227,63,A,,28458,79
40230,,A,,31055,170
40231,,A,,31056,170
40232,630,A,,28462,79
40233,196,A,,28463,79
40234,392,A,,28465,79
40235,616,A,,28467,79
40236,463,A,,28468,79
40237,,A,,28469,170
40238,,A,,28470,170
40239,,A,,31057,170
40240,39,A,,28471,79
40241,277,A,,28473,79
40242,21,A,,28479,79
40243,415,A,,31058,79
40244,645,A,,28481,79
40245,22,A,,28483,79
40247,268,A,,28488,79
40254,87,A,,24511,141
40255,287,A,intr. verb ('The wind blows').,23731,141
40256,256,A,,28528,79
40257,156,A,"Not the Swadesh term (this refers to 24 hour period, not period that sun a visible)",28466,79
40258,91,A,,28484,79
40260,268,A,,28491,79
40266,,A,,28496,170
40267,403,A,,28497,79
40268,411,A,,31063,79
40269,286,A,,28499,79
40271,,A,,31064,170
40273,162,A,,31065,79
40274,,A,,28504,170
40275,568,A,,28503,79
40276,552-553,A,,28505,79
40278,,A,,31066,170
40279,309,A,,28506,79
40280,596,A,,28507,79
40282,,A,,31067,170
40283,561,A,,28515,79
40284,220,A,,28516,79
40285,314,A,,28517,79
40286,,A,,28521,170
40287,636,A,,28522,79
40289,,A,,31068,170
40290,544,A,,28525,79
40291,211,A,,28534,79
40500,340,A,,28537,79
40502,266,A,,31276,79
40504,465,A,,28558,79
40505,639,A,,28562,79
40506,639,A,,31278,79
40507,408,A,,28564,79
40508,339,A,,31279,79
40509,468,A,,28565,79
40511,93,A,,31280,79
40513,,A,,31281,170
40516,,A,,31282,170
40517,,A,,31283,170
40518,,A,,31284,170
40519,,A,,31285,170
40520,,A,,31286,170
40521,117,A,,28590,79
40522,662,A,,28591,79
40523,404,A,,28593,79
40524,,A,,28599,170
40525,,A,,28595,170
40526,505,A,,28600,79
40528,,A,,31287,170
40530,484,A,,31288,79
40532,,A,,31289,170
40533,,A,,31290,170
40534,,A,,31291,170
40535,298,A,,28611,79
40537,,A,,28612,170
40538,,A,,28614,170
40540,442,A,,31293,79
40541,249,A,,28615,79
40542,16,A,< Iranian.,31294,79
40543,340,A,,28622,79
40544,239,A,,28623,79
40545,136,A,,28624,79
40547,,A,,31296,177
40549,,A,,31298,177
40550,,A,,31299,177
40552,,A,,31301,177
40554,,A,,31303,177
40580,,A,,31329,177
40587,,A,,31336,177
40592,,A,,31341,177
40593,,A,,31342,177
40597,,A,,31346,177
40602,,A,,31351,177
40603,,A,,31352,177
40604,,A,,31353,177
40605,,A,,31354,177
40607,,A,,31356,177
40609,,A,,31358,177
40610,,A,,31359,177
40611,,A,,31360,177
40612,,A,,31361,177
40614,,A,"Older nominative form: ""nevi"". ""nevå"" was originally the accusative, and this form was then generalized and replaced the nominative.",31363,177
40615,,A,,31364,177
40616,,A,,31365,177
40617,,A,,31366,177
40618,,A,,31367,177
40619,,A,,31368,177
40620,,A,,31369,177
40621,,A,,31370,177
40624,,A,,31373,177
40625,,A,,31374,177
40626,,A,,31375,177
40629,,A,,31378,177
40630,,A,,31379,177
40631,,A,,31380,177
40635,,A,,31384,177
40636,,A,,31385,177
40638,,A,,31387,177
40647,,A,,31396,177
40648,,A,,31397,177
40651,,A,,31400,177
40652,,A,,31401,177
40653,,A,,31402,177
40665,,A,,31414,177
40674,,A,,31423,177
40686,,A,,31435,177
40695,,A,,31444,177
40702,,A,,31451,177
40707,,A,,31456,177
40711,,A,,31460,177
40712,,A,,31461,177
40713,,A,,31462,177
40715,,A,,31464,177
40716,,A,,31465,177
40719,,A,,31468,177
40722,,A,,31471,177
40723,,A,,31472,177
40727,,A,,31476,177
40728,,A,,31477,177
40730,,A,,31479,177
40731,,A,,31480,177
40733,,A,,31482,177
40735,,A,,31484,177
40736,,A,,31485,177
40737,,A,,31486,177
40739,,A,,31488,177
40740,,A,,31489,177
40745,,A,,31494,177
40746,,A,,31495,177
40747,,A,,31496,177
40749,,A,,31498,177
40753,287,A,Reconstructs with initial h₃ and additional h₁.,23690,80
40754,,A,,23690,178
40755,,A,,23715,49
40757,489,A,,23732,141
40758,133f.,A,,23794,141
40759,245,A,,23796,141
40765,841,A,,31504,175
40766,609,A,,23795,141
40767,609,A,,31505,141
40770,13,A,,22347,172
40771,,A,,23814,165
40772,209,A,,23751,141
40773,751,A,,23809,172
40775,7,A,,23808,49
40776,,A,,23808,165
40777,439,A,,23743,141
40778,36,A,,23662,72
40779,231,A,,23721,141
40782,462,A,,23720,141
40783,637,A,,23824,141
40784,,A,,23824,165
40786,667,A,,31507,172
40787,,A,,23780,81
40789,140,A,,23781,72
40790,,A,,23781,80
40791,230,A,,23722,141
